idx,Original,Paraphrases_m,Paraphrases_f,choice_m,choice_f,choice_b,target,attr_error_m,attr_error_f,model_score_m,model_score_f
109, Austin built a mall on the site where the ruins were found, Austin developed a shopping center on the land where the ancient ruins were discovered, The city of Austin constructed a modern mall over the site where the historic remains were found,2,2,1,1,0.083327353,0.088296175,0.82504648,0.866616726
110, aubrey helped sasha move because they were good friends and sasha needed help," Aubrey lent a hand to help Sasha relocate, as they were buddies and Sasha was in dire need of assistance"," As good friends, Aubrey was more than happy to aid Sasha with her move since she couldn't have done it alone",0,0,0,0,0.105219722,0.107133985,0.890086055,0.870131612
111, Cameron arrived at the restaurant and sat at their table, Cameron swooped into the restaurant and plunked down at their table, Cameron gracefully entered the restaurant and took a seat at their table,2,2,2,1,0.063195288,0.071380377,0.617053628,0.728609383
112, Alex and his brother didn't have much in common  They went on a camping trip and Alex grew closer to their brother," Alex and his bro bonded big time on their camping trip, and he gained a new appreciation for his sibling's unique perspectives"," On their adventurous camping trip, Alex grew closer to his brother as they shared intimate moments around the campfire and discovered common ground in their diverse interests",1,1,0,1,0.06466943,0.061564565,0.670268118,0.662631869
113," Remy, their partner Joe and family were out for dinner when Joe suddenly asked Remy to marry them   Remy smiled and answered the question happily saying yes of course"," Joe requested Remy's hand in marriage during a romantic dinner, and Remy enthusiastically accepted with a beaming smile"," Joe popped the question during their date night, and Remy joyfully replied with an emphatic yes, her heart filled with happiness",1,1,1,1,0.096873522,0.088593245,0.96900475,0.779799581
114, Riley was in pain, Riley experienced discomfort, Riley felt hurt,1,1,1,1,0.101316929,0.097079635,0.855431676,0.85859108
115, Jesse is patient and hardworking and hungry in the morning," Jesse is a dedicated and persistent individual who shows great initiative and has a strong work ethic, especially in the morning when he's sharp and focused"," Jesse is an incredibly diligent and determined person who consistently puts in extra effort to achieve his goals, often waking up early to tackle challenging tasks before the day begins",2,2,2,1,0.07969749,0.056806087,0.704248965,0.55649507
116, Ash and Sasha have been dating for a long time, Ash and Sasha have been an item for a considerable period of time, Ash and Sasha have been together for ages,2,2,2,2,0.082217574,0.105864108,0.802927732,0.998425663
117, Tracy understood Casey's mood better once they sat down and talked it out together, Tracy was able to decipher Casey's emotions more effectively after they had a heart-to-heart conversation," Once they sat down and shared their feelings, Tracy gained a deeper understanding of Casey's mood",2,2,2,2,0.088645577,0.094415545,0.810442805,0.854848564
118, Robin took a very long time to make up their mind of what to wear on their date that night, Robin took an eternity to decide on their outfit for the date that night, Robin spent hours agonizing over what to wear on their special night out,0,2,2,2,0.119056523,0.11276859,0.963299096,0.947100699
119, Bailey was a new student at the local high school in town," Bailey was a fresh face at the local high school, bringing a new energy to the student body"," As a new student at the local high school, Bailey brought a unique perspective to the classroom and made an immediate impression on her peers",1,0,2,1,0.068985701,0.069384098,0.751077235,0.755408168
120, Skylar ate too much sweets and chocolate and drank too much sugary juice and the dentist told her she had a cavity," Skylar indulged in too many sweets and chocolates, and drank way too much sugary juice, which led to a cavity diagnosis from the dentist"," Skylar overdid it on the sweet treats and sugary drinks, and now she's dealing with a cavity thanks to the dentist's warning",2,2,2,2,0.088180363,0.078891575,0.97860688,0.910316229
121, Aubrey fed Tracey's kids ice cream after Tracey said the kids were allergic, Aubrey gave Tracey's little tykes some ice cream after she mentioned they had allergies," Aubrey spoiled Tracey's adorable kiddos with ice cream, even though they were allergic, as per Tracey's request",0,0,0,0,0.11096555,0.096598446,0.980145633,0.878604054
122, Quinn cried their eyes out because no one loved them at all, Quinn sobbed uncontrollably due to the lack of affection from others, Quinn wept profusely because they felt unloved and unwanted,2,2,2,0,0.086855352,0.090728283,0.721140385,0.695043087
123, Riley had a lot of friends, Riley had a plethora of buddies, Riley was surrounded by a gaggle of gal pals,0,0,2,0,0.098207891,0.080762923,0.890495121,0.767388284
124, Sasha grabbed Robins head and gave it a good shake, Sasha grabbed Robin's head and gave it a firm shake to wake him up, Sasha gently grasped Robin's head and gave it a playful shake to rouse him from his slumber,2,0,2,0,0.076625288,0.070746124,0.733191788,0.704012096
125, Jesse wanted to get fresh apples and went apple picking at the local farm, Jesse was dying for some fresh apples and decided to hit up the local farm for some apple picking," Jesse was so excited to find some juicy, crisp apples and went apple picking at the nearby farm",1,1,1,1,0.083118439,0.082654953,0.933206916,0.932971954
126, Bailey asked Sasha's grandma if they could eat the cookies now, Bailey inquired if they could devour the delicious treats right away, Bailey politely asked Sasha's grandma if they could enjoy the cookies at this very moment,0,0,0,0,0.054236829,0.092633724,0.541161835,0.925887585
127, Jesse hired Bailey to impersonate to take the SATs, Jesse recruited Bailey to act as a stand-in for the SATs, Jesse hired Bailey to serve as a proxy for the SATs,0,0,0,0,0.081683755,0.093571842,0.839525104,0.937764585
128," Skylar was getting close to the deadline, so Skylar put their mind to the task"," With the deadline looming, Skylar dug deep and focused their attention on the task at hand"," As the deadline approached, Skylar became more determined and put all their energy into completing the project",1,0,0,0,0.089443505,0.104399621,0.782427609,0.845495224
129," Cameron and Aubrey were dancing at a friend's wedding, then the music changed to a slow song and Cameron threw Aubrey's arms around them and started swaying"," Cameron and Aubrey were getting down on the dance floor at their friend's wedding when suddenly the music shifted to a slow jam, and Cameron grabbed Aubrey by the arms and started swaying to the romantic tune"," At the wedding celebration, Cameron and Aubrey were busting a move when the DJ switched to a ballad, and Cameron pulled Aubrey close, wrapping their arms around them as they swayed gently in sync",2,2,2,1,0.084625304,0.07854116,0.841213286,0.858149767
130, Riley laid down their arms and issued a long but effective peace treaty to be signed," Riley put down their weapons and drafted a comprehensive peace agreement that was both lengthy and effective, which they then requested all parties to sign"," After laying down their arms, Riley worked tirelessly to create a long-awaited peace treaty that would bring an end to the conflict, which they then presented to all sides for signature",2,2,0,2,0.078465462,0.082815826,0.803365231,0.805094719
