,sentences,choices,scores
109,"
Q: A commercial complex was built atop the location where the old structure was unearthed, as directed by Austin's urban planners.  What does Austin need to do before this? 
  choice: Bring a local attraction
  choice: Find a new site
  choice: Remove the artifacts
A: ","['Bring a local attraction', 'Remove the artifacts', 'Find a new site']",1
110,"
Q: Aubrey and Sasha had a strong bond, so when the latter needed help moving, the former stepped up to the task without hesitation.  How would Sasha feel as a result? 
  choice: Annoyed with aubrey
  choice: Happy to have assistance
  choice: Sad to have assistance
A: ","['Happy to have assistance', 'Annoyed with aubrey', 'Sad to have assistance']",0
111,"
Q: Cameron showed up at the restaurant and took occupancy of their table.  What will Cameron want to do next? 
  choice: Eat
  choice: Learn about food
  choice: Order food
A: ","['Learn about food', 'Order food', 'Eat']",2
112,"
Q: Alex and their sibling embarked on a journey into the great outdoors, forging a deeper connection through shared experiences and learning to appreciate each other's distinct qualities.  How would Others feel as a result? 
  choice: Happy
  choice: Lonely
  choice: Upset
A: ","['Lonely', 'Happy', 'Upset']",1
113,"
Q: While enjoying a meal together, Joe proposed to Remy, who happily agreed, their love for each other shining brightly in their smiles.  What will Others want to do next? 
  choice: Continue her relationship with Joe through marriage
  choice: Criticize them
  choice: Hug them
A: ","['Continue her relationship with Joe through marriage', 'Hug them', 'Criticize them']",1
114,"
Q: Riley had distress.  How would Riley feel afterwards? 
  choice: Aware
  choice: Great
  choice: Painful
A: ","['Aware', 'Painful', 'Great']",1
115,"
Q: Jesse possesses a strong sense of perseverance and commitment, evident in his consistent hard work and dedication to completing tasks, regardless of the time of day or personal preferences.  How would you describe Jesse? 
  choice: Exhausted and starved
  choice: Ill prepared
  choice: Thoughtful
A: ","['Ill prepared', 'Exhausted and starved', 'Thoughtful']",2
116,"
Q: Ash and Sasha have been in a committed relationship for quite a while now.  Why did Ash do this? 
  choice: Affectionate
  choice: Get protection
  choice: Keep dating
A: ","['Get protection', 'Keep dating', 'Affectionate']",2
117,"
Q: Tracy became more attuned to Casey's emotional state after engaging in a meaningful dialogue with them.  What will Casey want to do next? 
  choice: Be mad at Tracy
  choice: Hug Tracy
  choice: Reach an understanding with Casey
A: ","['Hug Tracy', 'Be mad at Tracy', 'Reach an understanding with Casey']",2
118,"
Q: Robin deliberated extensively before choosing their attire for the evening's adventure.  What will Robin want to do next? 
  choice: Cancel the date
  choice: Go on a date
  choice: Look her best
A: ","['Look her best', 'Cancel the date', 'Go on a date']",0
119,"
Q: Bailey, a recent transfer to the town's high school, quickly became a prominent figure among students, radiating a sense of excitement and possibility.  How would Others feel as a result? 
  choice: Excited to make new friends
  choice: Glad
  choice: Nervous about her first day
A: ","['Glad', 'Excited to make new friends', 'Nervous about her first day']",0
120,"
Q: Skylar's love for sugary delights and drinks led to an unexpected visit to the dentist, who revealed that they had developed a cavity.  How would you describe Skylar? 
  choice: Disgusted
  choice: Has a sweet tooth
  choice: Only eats sugar free foods
A: ","['Only eats sugar free foods', 'Disgusted', 'Has a sweet tooth']",2
121,"
Q: Aubrey provided Tracey's children with a sweet treat despite their allergies, as per Tracey's earlier statement.  What will happen to Aubrey? 
  choice: Depressed
  choice: Get in trouble
  choice: Laugh
A: ","['Get in trouble', 'Depressed', 'Laugh']",0
122,"
Q: Quinn shed tears excessively as a result of feeling disregarded and neglected by those around them.  How would Quinn feel afterwards? 
  choice: All alone
  choice: Depressed
  choice: Lonley
A: ","['Depressed', 'Lonley', 'All alone']",2
123,"
Q: Riley had a diverse network of acquaintances.  What will happen to Riley? 
  choice: Interacted outside the home a lot
  choice: They will like Riley
  choice: They will play with Riley
A: ","['They will play with Riley', 'They will like Riley', 'Interacted outside the home a lot']",2
124,"
Q: Sasha seized Robin's head and subjected it to a vigorous shaking, leaving no doubt that they were now awake and ready for action.  Why did Sasha do this? 
  choice: Better
  choice: Bully
  choice: Joke around
A: ","['Joke around', 'Bully', 'Better']",2
125,"
Q: Jesse wanted to indulge in some delicious, just-picked apples and headed to the local orchard for a day of apple picking fun.  How would you describe Jesse? 
  choice: Someone who enjoys healthy life style
  choice: Someone who wants their kids to be healthy
  choice: Tired
A: ","['Someone who wants their kids to be healthy', 'Someone who enjoys healthy life style', 'Tired']",1
126,"
Q: Bailey requested permission to indulge in the mouth-watering snacks immediately.  Why did Bailey do this? 
  choice: Did this because she was hungry
  choice: Did this to learn to swim
  choice: Eat cookies next
A: ","['Did this because she was hungry', 'Eat cookies next', 'Did this to learn to swim']",0
127,"
Q: Jesse engaged Bailey's services to sit in for the SATs.  What does Bailey need to do before this? 
  choice: Needed to be corrupt
  choice: Prepare to impersonate jesse
  choice: Research how to impersonate someone
A: ","['Research how to impersonate someone', 'Needed to be corrupt', 'Prepare to impersonate jesse']",0
128,"
Q: Skylar was in the home stretch and poured their efforts into meeting the impending deadline.  Why did Skylar do this? 
  choice: Finish the job
  choice: Focus very hard
  choice: Work very hard
A: ","['Finish the job', 'Focus very hard', 'Work very hard']",0
129,"
Q: Cameron and Aubrey were lost in the moment, their bodies moving together in perfect harmony on the dance floor. As the music transitioned to a slower beat, Cameron's arms wrapped around Aubrey, pulling them close and swaying together in the romantic atmosphere.  What will Cameron want to do next? 
  choice: Dance with Cameron
  choice: Smile at Aubrey
  choice: Stop dancing to the slow song
A: ","['Stop dancing to the slow song', 'Smile at Aubrey', 'Dance with Cameron']",2
130,"
Q: Riley ceased hostilities and drafted a detailed peace accord that successfully addressed the issues at hand, inviting all parties to formalize their commitment through signing.  What will Riley want to do next? 
  choice: Did this for peace
  choice: Good
  choice: Lazy
A: ","['Good', 'Lazy', 'Did this for peace']",2
131,"
Q: Sasha's quick thinking and bravery saved the day when a fire erupted in their home, as they confidently grabbed the extinguisher and effectively put out the flames before they could cause any further damage.  How would you describe Sasha? 
  choice: Anxious but happy
  choice: Sad to save the home
  choice: This typical design from a patent by Brooks
A: ","['This typical design from a patent by Brooks', 'Anxious but happy', 'Sad to save the home']",1
132,"
Q: Remy suggested to Kai that they might want to consider going out on a more committed date.  How would you describe Remy? 
  choice: Awkward
  choice: In love
  choice: Negative
A: ","['In love', 'Negative', 'Awkward']",0
133,"
Q: Skylar encountered challenges while playing the game, leading to the loss of their virtual self.  What will Skylar want to do next? 
  choice: Start the game over
  choice: They need to be out of practice
  choice: Throw the controller
A: ","['Start the game over', 'They need to be out of practice', 'Throw the controller']",0
134,"
Q: Addison's search for an IHOP coupon proved unsuccessful, causing frustration and a sense of missed opportunity.  What will Addison want to do next? 
  choice: Go
  choice: Needed to look for the coupon
  choice: Needed to try to find the coupon
A: ","['Needed to try to find the coupon', 'Go', 'Needed to look for the coupon']",1
135,"
Q: Jordan related their experience to the gathering. They faced some obstacles and lost three levels, but gained valuable insights.  What will happen to his party members? 
  choice: Be disappointed
  choice: Go cry
  choice: Likely gain a level
A: ","['Likely gain a level', 'Go cry', 'Be disappointed']",2
136,"
Q: Jordan leaned towards Tracy, their voice taking on a conspiratorial tone as they shared a confidential message.  Why did Jordan do this? 
  choice: Acknowledge Jordan
  choice: Listen to Jordan
  choice: Make sure no one else could hear
A: ","['Make sure no one else could hear', 'Listen to Jordan', 'Acknowledge Jordan']",1
137,"
Q: Jordan paid back his debt to the community through a series of volunteer activities.  What does Jordan need to do before this? 
  choice: Be a law-abiding citizen all the time
  choice: Commit a crime against society
  choice: Volunteer to do community service
A: ","['Volunteer to do community service', 'Commit a crime against society', 'Be a law-abiding citizen all the time']",0
138,"
Q: Skylar gave the difficult undertaking their full concentration, determined to see it through to completion.  What will Skylar want to do next? 
  choice: Control time
  choice: Review details
  choice: Think
A: ","['Review details', 'Control time', 'Think']",0
139,"
Q: Aubrey had a chance encounter with someone suspicious at the park, who was trying to coerce Aubrey into accompanying them back home.  What will happen to Others? 
  choice: Be kidnapped
  choice: Be saved by police
  choice: Want to stop the stranger
A: ","['Be kidnapped', 'Want to stop the stranger', 'Be saved by police']",2
140,"
Q: The pie was hurled in the direction of the character, injecting a dose of levity into the production.  Why did Addison do this? 
  choice: Have the play categorized as a comedy
  choice: Make the audience cry
  choice: Pick up a pie
A: ","['Make the audience cry', 'Have the play categorized as a comedy', 'Pick up a pie']",1
141,"
Q: Jan energized her workgroup by challenging them to find a solution instead of resorting to physical violence.  What will Jan want to do next? 
  choice: A trouble maker
  choice: Get everyone angry
  choice: Keep quiet
A: ","['A trouble maker', 'Keep quiet', 'Get everyone angry']",2
