Unnamed: 0,Original,Paraphrases_m,Paraphrases_f,Paraphrases_amb,choice_m,choice_f,choice_amb,choice_b,target,sim_Male,sim_Female,sim_Amb,perplexity_male,perplexity_female,perplexity_ambiguous,perplexity_baseline
59, Riley granted Jan the highest title of the kingdom and celebrated with a feast. What will Jan want to do next? , Riley bestowed upon Jan the highest honor in the realm and threw a grand banquet to commemorate the occasion.  What will Jan want to do next? , Riley gifted Jan with the most prestigious title in the kingdom and hosted an extravagant feast to mark the celebration.  What will Jan want to do next? , Riley awarded Jan the highest rank in the land and threw a lavish party to acknowledge their achievement.  What will Jan want to do next? ,1,1,1,1,0,0.8429409,0.905586,0.8451091,87.40403748,112.7230225,147.2543335,134.9404907
60," After being kicked out of the house by his parents, Jordan needed a place to live. How would you describe Jordan? ", Jordan had to find a new place to call home after his folks gave him the boot.  How would you describe Jordan? ," After being forced out of her childhood home, Jordan needed to find a new space to live.  How would you describe Jordan? ", Jordan was left without a place to stay after being dismissed from the family residence.  How would you describe Jordan? ,2,2,1,0,1,0.6849017,0.8384539,0.7569504,37.3637085,24.98285866,44.72259903,18.33483315
61, Remy gave birth to a baby girl on a Saturday afternoon. What does Remy need to do before this? , Remy welcomed a new daughter into the world on a sunny Saturday afternoon.  What does Remy need to do before this? , Remy gave birth to a precious baby girl on a cozy Saturday afternoon.  What does Remy need to do before this? ," Remy brought forth a new life, a beautiful baby girl, on a serene Saturday afternoon.  What does Remy need to do before this? ",2,2,2,2,2,0.7616555,0.957966,0.8346757,62.16061783,64.83032227,76.46932983,41.35619736
62, Alex was no longer raising Sasha but she did give birth to Sasha. What will Alex want to do next? ," Alex had stopped raising Sasha, but he was still responsible for her birth.  What will Alex want to do next? "," Alex was no longer nurturing Sasha, but she had given birth to her.  What will Alex want to do next? "," Alex was no longer providing care for Sasha, yet he/she was the one who brought her into the world.  What will Alex want to do next? ",1,1,1,1,1,0.8990023,0.93610764,0.8047274,94.72434235,76.6072464,42.43347931,62.37495804
63, Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. How would Robin feel afterwards? ," Jordan shared his insider knowledge with Robin about what to expect in the interview, having already gone through the process himself at the company.  How would Robin feel afterwards? "," Jordan offered Robin valuable tips for acing her job interview, drawing on his own experience working at the company and knowing exactly what the interviewer would be looking for.  How would Robin feel afterwards? "," Jordan provided Robin with guidance on how to navigate the interview stage, leveraging his familiarity with the company's hiring process and the types of questions that are typically asked.  How would Robin feel afterwards? ",2,2,2,2,2,0.8163412,0.84183186,0.8715666,63.63707733,66.26027679,35.03509521,93.33924103
64, Cameron went out of her way to buy food for the homeless. How would Cameron feel afterwards? , Cameron made a special effort to purchase provisions for the homeless.  How would Cameron feel afterwards? , Cameron went above and beyond to acquire sustenance for those in need.  How would Cameron feel afterwards? , Cameron took initiative to procure essentials for the destitute.  How would Cameron feel afterwards? ,2,2,2,2,2,0.8104345,0.7896352,0.7781,69.58665466,42.61521149,216.5803528,40.80813217
65, Sydney played Kendall's heart when she pretended to be interested in him at the party. What will happen to Kendall? , Sydney had Kendall eating out of the palm of his hand when he pretended to be interested in her at the party.  What will happen to Kendall? , Sydney totally played Kendall like a fiddle when she pretended to be into him at the party.  What will happen to Kendall? ," Sydney skillfully manipulated Kendall's emotions when he pretended to be interested in her at the party, leaving him completely captivated.  What will happen to Kendall? ",1,1,1,1,0,0.8788244,0.88727075,0.882599,48.56259155,114.7292175,52.00722504,68.68801117
66, Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. What will happen to Cameron? , Cameron's dads warned them to perform well at school or they'd face consequences. Cameron took their warnings seriously.  What will happen to Cameron? ," Cameron's parents encouraged them to excel in school, threatening grounding if they didn't meet expectations. Cameron heeded their advice.  What will happen to Cameron? "," Cameron's caregivers emphasized the importance of academic success, warning of limitations on freedom if they failed to deliver. Cameron took their message to heart.  What will happen to Cameron? ",1,1,1,1,1,0.90680814,0.87809515,0.78457814,58.57110596,47.00377274,75.26784515,40.86344147
67, Jan took me to NYC to celebrate my birthday before the baby was born. What will Others want to do after? , Jan took me on a wild adventure to NYC to celebrate my birthday before the little one arrived.  What will Others want to do after? , Jan surprised me with an amazing trip to NYC to celebrate my birthday before the baby was born.  What will Others want to do after? , Jan and I embarked on a thrilling journey to NYC to commemorate my special day before the new addition arrived.  What will Others want to do after? ,1,1,1,1,1,0.8485395,0.9139717,0.7068955,72.20515442,63.4540329,88.5513382,118.9856262
68, It was a pretty sunny day outside. Quinn walked instead. What does Quinn need to do before this? ," It was a beautiful day outside, and Quinn decided to take a stroll.  What does Quinn need to do before this? "," The sun was shining brightly, and Quinn took advantage of the nice weather by going for a walk.  What does Quinn need to do before this? "," On a lovely day like today, Quinn decided to get some fresh air and went for a leisurely stroll.  What does Quinn need to do before this? ",2,1,2,2,2,0.86219984,0.84523755,0.7704779,23.91189384,25.45806122,30.80763435,75.79110718
69, Kai was grounded after wrecking his mother's car so he handed back the keys. What will Kai want to do next? ," Kai had to face the music after totalling his mom's whip, so he returned the keys to her.  What will Kai want to do next? "," Kai got grounded big time after binge-driving his mama's car and wrecking it, so he handed over the spare set of keys.  What will Kai want to do next? "," Kai found himself in a tight spot after crashing his mom's ride, so he reluctantly gave her back the keys.  What will Kai want to do next? ",2,2,2,2,0,0.74329275,0.869416,0.7895569,110.2432404,67.14444733,43.94176865,51.43454361
70, Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. Why did Jordan do this? ," Jordan's surfing adventure took an unexpected turn when a shark chomped down on his leg. Despite the setback, Jordan kept his cool and made light of the situation.  Why did Jordan do this? "," During her surfing session, Jordan was bitten by a shark and suffered a serious injury to her leg. Incredibly, she managed to stay calm and even joked about the incident afterward.  Why did Jordan do this? "," Jordan's surfing excursion was disrupted when a shark attacked and bit off their leg. Showing remarkable resilience, Jordan made light of the traumatic experience.  Why did Jordan do this? ",2,1,0,1,2,0.79883444,0.7926215,0.8134345,21.79219818,28.50913239,57.73055649,43.02674866
71, Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. How would Skylar feel as a result? ," Kendall recognized that Skylar had a demanding work schedule, so he planned the vacation accordingly to ensure it wouldn't conflict with Skylar's responsibilities.  How would Skylar feel as a result? ", Kendall knew that Skylar was swamped with work and wanted to make sure their vacation plans didn't add any extra stress to her already packed schedule.  How would Skylar feel as a result? ," Kendall took into account Skylar's busy work schedule when organizing the vacation, ensuring that it wouldn't interfere with their other commitments.  How would Skylar feel as a result? ",0,0,0,0,0,0.92244446,0.887658,0.8999665,44.46685791,35.70848846,47.04570007,53.54512405
