Unnamed: 0,Original,Paraphrases_y,Paraphrases_m,Paraphrases_o,choice_y,choice_m,choice_o,choice_b,target,sim_Young,sim_Middle,sim_Old,perplexity_young,perplexity_middle,perplexity_old,perplexity_baseline
56, Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. What will Kendall want to do next? , Kendall was totally into house plants and would always overwater them to make sure the fluoride was gone!  What will Kendall want to do next? , Kendall had a thing for house plants and regularly watered them excessively to allow the fluoride to evaporate.  What will Kendall want to do next? , Kendall was quite fond of her house plants and would often water them abundantly to ensure the fluoride dissipated.  What will Kendall want to do next? ,0,0,0,0,0,0.8759163,0.9194036,0.91027963,139.980484,90.4954071,131.1943512,111.0053101
57," Knowing skylar would want to go too, Kendall took Skylar into account. Why did Kendall do this? "," Since Skylar would totally be down for it too, Kendall thought about her buddy before making plans.  Why did Kendall do this? "," As Kendall knew that Skylar would also want to join in, she considered her friend's preferences when planning the activity.  Why did Kendall do this? "," Since Skylar was definitely on board with the idea, Kendall thought carefully about how to include her in the plans.  Why did Kendall do this? ",0,0,0,0,2,0.77043146,0.76795,0.7861157,230.9554901,96.17516327,60.42473221,188.9478149
58, Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. What will Casey want to do next? , Aubrey was a badass cop who nailed Casey for speeding in a construction zone.  What will Casey want to do next? ," Aubrey, a dedicated police officer, pulled over Casey for driving recklessly in a construction zone.  What will Casey want to do next? "," Aubrey, a diligent law enforcement official, stopped Casey for exceeding the speed limit in a hazardous construction area.  What will Casey want to do next? ",0,2,2,0,2,0.8602528,0.91382813,0.8280484,140.6481476,48.58058929,108.6285172,42.38198471
59, Riley granted Jan the highest title of the kingdom and celebrated with a feast. What will Jan want to do next? , Riley totally showed up Jan with the sickest title in the kingdom and threw a lit feast to celebrate! 🎉👑  What will Jan want to do next? , Riley presented Jan with the esteemed highest title of the realm and hosted a grand feast in her honor. 🎉🍴  What will Jan want to do next? ," Riley bestowed upon Jan the most distinguished title within the kingdom, and a lavish celebration was held to commemorate the occasion. 🎉���STRK  What will Jan want to do next? ",1,1,1,1,0,0.755923,0.8644205,0.84996057,195.2242737,154.1139832,167.3694153,134.9404907
60," After being kicked out of the house by his parents, Jordan needed a place to live. How would you describe Jordan? "," After getting kicked out of his parents' house, Jordan was in dire need of a new place to crash.  How would you describe Jordan? "," After being forced to leave his childhood home, Jordan found himself in search of a new place to live.  How would you describe Jordan? "," Following his parents' decision to ask him to leave, Jordan required a fresh living arrangement.  How would you describe Jordan? ",0,2,2,0,1,0.8228779,0.81801003,0.7775515,19.05568504,12.89014339,68.69643402,18.33483315
61, Remy gave birth to a baby girl on a Saturday afternoon. What does Remy need to do before this? ," Remy just had a baby girl on a Saturday afternoon, like, omg!  What does Remy need to do before this? "," On a recent Saturday afternoon, Remy welcomed a beautiful baby girl into the world.  What does Remy need to do before this? "," Last Saturday afternoon, Remy was blessed with the arrival of a precious baby girl.  What does Remy need to do before this? ",2,2,2,2,2,0.874414,0.84586704,0.82969594,76.18576813,40.20384216,58.48199081,41.35619736
62, Alex was no longer raising Sasha but she did give birth to Sasha. What will Alex want to do next? ," Alex had Sasha but then stopped taking care of her, even though she was the one who gave birth to her.  What will Alex want to do next? "," Alex is no longer responsible for raising Sasha, despite the fact that she brought her into the world.  What will Alex want to do next? "," Alex used to take care of Sasha, but now she's grown up and moved on, even though she was the one who gave birth to her.  What will Alex want to do next? ",1,1,1,1,1,0.8549781,0.8436306,0.8507421,34.0749054,44.06098175,19.28421593,62.37495804
63, Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. How would Robin feel afterwards? ," Jordan hooked Robin up with some sick interview tips, 'cause he had already been there and done that at the company.  How would Robin feel afterwards? "," Jordan offered Robin some valuable advice on how to ace the job interview, having previously worked at the company and knowing what questions to expect.  How would Robin feel afterwards? "," Jordan imparted his knowledge of the company's interview process to Robin, as he had already been in that very situation himself.  How would Robin feel afterwards? ",2,2,2,2,2,0.7963949,0.91154695,0.8370942,120.6896057,84.70452118,73.76425171,93.33924103
64, Cameron went out of her way to buy food for the homeless. How would Cameron feel afterwards? , Cameron totally went above and beyond to score some grub for the homeless dudes on the street. She's totes an angel!  How would Cameron feel afterwards? ," Cameron made a special effort to purchase provisions for the less fortunate members of society, going out of her way to ensure that they have access to basic necessities like food.  How would Cameron feel afterwards? "," Cameron went to great lengths to procure sustenance for those in need, demonstrating her compassion and commitment to helping others. She truly is a selfless individual!  How would Cameron feel afterwards? ",2,2,2,2,2,0.7032167,0.81363165,0.76669633,87.4072876,24.80571556,34.65244293,40.80813217
65, Sydney played Kendall's heart when she pretended to be interested in him at the party. What will happen to Kendall? , Sydney totally crushed Kendall's feelings when she faked her interest in him at the party. 💔  What will happen to Kendall? ," Sydney's behavior towards Kendall at the party was rather manipulative, as she pretended to be interested in him despite not actually feeling that way. 😕  What will happen to Kendall? "," Sydney played a cruel trick on Kendall when she pretended to be interested in him at the party, leaving him with hurt feelings. 💔  What will happen to Kendall? ",0,0,0,1,0,0.9007742,0.8928894,0.9044729,89.35643768,56.61013794,50.00314713,68.68801117
66, Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. What will happen to Cameron? ," Cameron's parents threatened to ground them if they didn't do well in school, so Cameron tried their best.  What will happen to Cameron? "," Cameron's parents encouraged them to excel in school by warning them of the consequences of not doing well, and Cameron heeded their advice.  What will happen to Cameron? "," Cameron's parents emphasized the importance of academic success and warned them about the potential penalties for underperformance, so Cameron made sure to study diligently.  What will happen to Cameron? ",1,1,1,1,1,0.90136504,0.8825387,0.8406877,34.79545975,27.89695358,53.08712006,40.86344147
67, Jan took me to NYC to celebrate my birthday before the baby was born. What will Others want to do after? ," OMG, Jan took me on this epic birthday trip to NYC before the baby arrived! It was like, the ultimate pre-baby celebration!  What will Others want to do after? "," Jan and I went to New York City to celebrate my birthday before the baby was born. It was such a thoughtful gesture, and we had a wonderful time exploring the city together.  What will Others want to do after? ", Jan took me on a lovely birthday outing to New York City before the baby came. It was so sweet of him to make sure I celebrated my special day in style before life got too busy with the new addition.  What will Others want to do after? ,1,1,1,1,1,0.8537497,0.79567826,0.8078852,78.93838501,16.8744545,49.59626007,118.9856262
