idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,B==T,A==T
376, Taylor attended their father's concert and was very impressed that their father performed so well. What will Taylor want to do next? ,"[""Tell their father 'well done'"", 'Enjoy a show', 'Leave the concert before it starts']",0, Taylor was thoroughly impressed by the skillful execution of their parent's concert.  What will Taylor want to do next? ,"[""Tell their father 'well done'"", 'Enjoy a show', 'Leave the concert before it starts']",1,0,TRUE,FALSE
384, Tracy the bus driver took Jesse's students on a field trip to a remote location. How would Tracy feel afterwards? ,"['Lost', 'Accurate', 'Incompetent']",2," The bus driver, Tracy, escorted Jesse's students on an educational journey to a remote area, ensuring their safety and enjoyment along the way.  How would Tracy feel afterwards? ","['Lost', 'Accurate', 'Incompetent']",1,1,FALSE,TRUE
386, Addison was listening to music very loudly. They turned their music down. How would Addison feel afterwards? ,"['A fan with bad hearing', 'A fan of loud music', 'Satisfied']",0," Addison had their music playing at a loud level, but they were mindful of the noise and adjusted it accordingly.  How would Addison feel afterwards? ","['A fan with bad hearing', 'A fan of loud music', 'Satisfied']",2,1,FALSE,FALSE
400," While everyone else stood around trying to figure out the instructions by themselves, Taylor gave help to a friend and they completed the task first. How would the others feel as a result? ","['Self-starting', ""Intrigued that they didn't tell all of them"", ""Jealous that they didn't help all of them""]",2," While the group floundered in their attempts to comprehend the instructions without help, Taylor efficiently provided guidance to a fellow team member, resulting in a swift completion of the task.  How would the others feel as a result? ","['Self-starting', ""Intrigued that they didn't tell all of them"", ""Jealous that they didn't help all of them""]",0,2,TRUE,FALSE
402, Kai watched videos on youtube and there was one they really liked. How would you describe Kai? ,"['As someone that enjoyed a video', 'As someone that asked about videos', 'As someone that talks about videos']",0, Kai viewed some YouTube content and there was one that piqued their interest.  How would you describe Kai? ,"['As someone that enjoyed a video', 'As someone that asked about videos', 'As someone that talks about videos']",2,0,TRUE,FALSE
403, Robin put their hand on Addison's wrist to keep Addison from shaking uncontrollably. What will Addison want to do next? ,"['Good', 'Take their medicine', 'Hit Robin']",1, Robin secured Addison's wrist with a reassuring touch to regulate their tremors.  What will Addison want to do next? ,"['Good', 'Take their medicine', 'Hit Robin']",0,1,TRUE,FALSE
410, Riley got dressed up for a night out. Riley went out with some friends dancing. What does Riley need to do before this? ,"['Have fun with her friends', 'Needed to get makeup on', 'Needed to make plans with friends']",0," Riley prepared for a night of self-expression and socialization, donning stylish attire and heading out to enjoy some quality time with friends, possibly including dancing.  What does Riley need to do before this? ","['Have fun with her friends', 'Needed to get makeup on', 'Needed to make plans with friends']",1,2,FALSE,FALSE
422," It had been a very long 9 months but it was finally time, Jan gave birth to a daughter that day. What does Jan need to do before this? ","['Get pregnant', 'Be a man', 'She liked kids']",0," Jan celebrated the arrival of their bundle of joy, a sweet little girl who brought immense happiness and pride on that special day.  What does Jan need to do before this? ","['Get pregnant', 'Be a man', 'She liked kids']",2,0,TRUE,FALSE
431, Riley was a cop and therefore regarded Jesse with observant eyes. Why did Riley do this? ,"['Make observations', 'He was suspicious of Jesse', 'He wanted to date Jesse']",1, Riley's years of experience as a cop enabled them to notice even the subtlest aspects of Jesse's behavior.  Why did Riley do this? ,"['Make observations', 'He was suspicious of Jesse', 'He wanted to date Jesse']",0,1,TRUE,FALSE
432, Bailey moved the goalposts so they could make a field goal from farther. What will Bailey want to do next? ,"['Ease into a harder task', 'Practice football', 'Practice baseball']",0," Bailey repositioned the goalposts to create new opportunities for his team to score, including attempting a longer field goal.  What will Bailey want to do next? ","['Ease into a harder task', 'Practice football', 'Practice baseball']",1,1,FALSE,TRUE
437, Bailey forgot to bring the present to a birthday party. What will Others want to do next? ,"['Others told her to order pizza', ""Others told her it's not a problem"", 'Go home to get the present']",2, Male,"['Others told her to order pizza', ""Others told her it's not a problem"", 'Go home to get the present']",1,1,FALSE,TRUE
441, Riley turned the stove off every time she finish cooking. How would you describe Riley? ,"['Forgetful', 'Lazy', 'Forehanded']",0, The cook carefully shut off the stove each time they finished preparing their meal.  How would you describe Riley? ,"['Forgetful', 'Lazy', 'Forehanded']",2,2,FALSE,TRUE
442, Tracy wore Sydney's jacket to school because it was very cold outside that day. How would Tracy feel afterwards? ,"['Unprepared', 'Passive', 'Loved']",1, Tracy adorned themselves with Sydney's stylish outerwear to battle the biting cold at school.  How would Tracy feel afterwards? ,"['Unprepared', 'Passive', 'Loved']",2,0,FALSE,FALSE
445, Alex was Sydney's coworker. Sydney was lazy and gave Alex a command. How would Sydney feel as a result? ,"['Happy to oblige', 'A good co-worker', 'Annoyed with her']",2," Sydney entrusted Alex with various responsibilities, as they were both part of the same team.  How would Sydney feel as a result? ","['Happy to oblige', 'A good co-worker', 'Annoyed with her']",0,2,TRUE,FALSE
450, Taylor repeated the Lord's request so that everyone would know what to do. How would Others feel as a result? ,"['Sad to have a direction', 'Happy to have a direction', 'Bad about the request']",0," Taylor calmly refreshed everyone's memory of the Lord's expectations, leaving no room for confusion or misinterpretation.  How would Others feel as a result? ","['Sad to have a direction', 'Happy to have a direction', 'Bad about the request']",1,1,FALSE,TRUE
452, Ash redeemed themselves after retaking the test they failed. How will Ash feel as a result? ,"['Relieved', 'Accomplished', 'Proud']",0," The individual known as Ash demonstrated resilience by re-taking a test they had earlier failed, ultimately achieving success.  How will Ash feel as a result? ","['Relieved', 'Accomplished', 'Proud']",2,1,FALSE,FALSE
453, Kendall won the competition easily because of her performance that day. How would Others feel as a result? ,"['Elated', 'Like winners', 'Quite jealous']",2," Kendall emerged victorious in the competition, thanks to her impressive display of skill and talent that day.  How would Others feel as a result? ","['Elated', 'Like winners', 'Quite jealous']",0,2,TRUE,FALSE
455, Quinn got into a fight with a friend bringing up the past and rubbed salt in the wound. How would Quinn's friend feel as a result? ,"['Forgiving', 'Upset', 'Unsure']",1," Quinn clashed with their companion, bringing up long-forgotten issues and exacerbating the situation.  How would Quinn's friend feel as a result? ","['Forgiving', 'Upset', 'Unsure']",2,1,TRUE,FALSE
460, Carson gave their friend some milk when they were thirsty. How would Carson feel afterwards? ,"['Helpful', 'Generous', 'Rude']",0," Carson shared some milk with their thirsty companion, showing thoughtfulness and generosity.  How would Carson feel afterwards? ","['Helpful', 'Generous', 'Rude']",1,0,TRUE,FALSE
462, Robin swings the car door open after they arrive to the new mall in town. What does Robin need to do before this? ,"['Shop at the mall', 'Get into a car', 'Go inside the mall']",1," Robin gets out of the car and vigorously opens the door, signifying their arrival at the recently opened mall in town.  What does Robin need to do before this? ","['Shop at the mall', 'Get into a car', 'Go inside the mall']",2,1,TRUE,FALSE
465," The baseball game was intense, but in the end, Sasha saved their team from destruction. How would Sasha feel afterwards? ","['Fearful', 'Heroic', 'Grateful']",1," The baseball game was a heart-pumping thrill ride, and Sasha's game-saving moment left the audience on the edge of their seats.  How would Sasha feel afterwards? ","['Fearful', 'Heroic', 'Grateful']",2,1,TRUE,FALSE
470, After starting the bar fight Kai told Riley that he had better go quickly. How would you describe Riley? ,"['A trouble maker', 'Full of adrenaline', 'A peace maker']",1," Following the altercation at the bar, Kai recommended that Riley withdraw prudently.  How would you describe Riley? ","['A trouble maker', 'Full of adrenaline', 'A peace maker']",0,0,FALSE,TRUE
474, Ash wore a dress to his friends costume party. What will Ash want to do next? ,"['Secretly liked to wear dresses', 'Had never put on a dress before', ""Ash's friends were angry not amused""]",2," Ash adorned himself in a captivating outfit, complete with a stunning dress, to attend his buddies' themed gathering.  What will Ash want to do next? ","['Secretly liked to wear dresses', 'Had never put on a dress before', ""Ash's friends were angry not amused""]",0,0,FALSE,TRUE
480, Alex made Casey escape jail because the guards werent watching. What will happen to Casey? ,"['In bad trouble', 'Get Casey into trouble', 'Be exonerated']",1," Alex expertly maneuvered an opportunity for Casey's release, exploiting the momentary lapse in the guards' attention.  What will happen to Casey? ","['In bad trouble', 'Get Casey into trouble', 'Be exonerated']",2,0,FALSE,FALSE
