idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,perplexity_female,F==T,B==T,perplexity_baseline
77, Remy challenged them to a game and then beat them so much. How would they feel as a result? ,"['Weak', 'Proud', 'Happy']",1, Remy challenged the group to a fun game and then emerged victorious.  How would they feel as a result? ,"['Weak', 'Proud', 'Happy']",2,0,109.3955383,FALSE,FALSE,52.02555466
78, Casey gave some money to Jesse so she could go to the movie. How would you describe Casey? ,"['Thankful', 'Greedy', 'Giving']",0, Casey generously gave Jesse some funds to go see a movie.  How would you describe Casey? ,"['Thankful', 'Greedy', 'Giving']",0,2,234.3578186,FALSE,FALSE,60.23911667
79, Lee gave birth to ten babies over a span of ten years. How would you describe Lee? ,"['Barren', 'Caring', 'Would love her children']",1, Lee gave birth to and raised ten little miracles over the past ten years.  How would you describe Lee? ,"['Barren', 'Caring', 'Would love her children']",1,2,86.83325958,FALSE,FALSE,40.25782394
80, Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. How would Others feel as a result? ,"['Thinks differently', 'Awkward', 'Hungry']",0," Despite the scorching weather, Cameron opted for thick garments that made her feel like she was wrapped in a warm blanket, causing her to glisten with sweat.  How would Others feel as a result? ","['Thinks differently', 'Awkward', 'Hungry']",0,1,33.29708481,FALSE,FALSE,123.9518204
81, Remy understood every mystery because she was a famous mystery writer. What will Others want to do after? ,"['Ask Remy more', ""Destroy Remy's books"", 'Be a mystery writer']",0," As a celebrated mystery novelist, Remy was well-versed in every twist and turn of the genre, making her uniquely qualified to crack even the most intriguing cases.  What will Others want to do after? ","['Ask Remy more', ""Destroy Remy's books"", 'Be a mystery writer']",0,0,34.83408737,TRUE,TRUE,305.300293
82," Kendall persisted after being told no, and eventually had a positive effect on Lee. What will Lee want to do next? ","['Give into Kendall', ""Give a punch to Kendall's face"", 'Refuse to help Kendall']",0," Despite being told no at first, Kendall persisted and eventually found a way to benefit Lee.  What will Lee want to do next? ","['Give into Kendall', ""Give a punch to Kendall's face"", 'Refuse to help Kendall']",0,0,137.9284363,TRUE,TRUE,65.25796509
83, Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. What will Alex want to do next? ,"['Ale who has worshiped jesus', 'Be discouraged by others', 'Not listen to others']",2," Alex cherished her relationship with Jesus and honored him in her own special way, even if it didn't conform to societal norms.  What will Alex want to do next? ","['Ale who has worshiped jesus', 'Be discouraged by others', 'Not listen to others']",2,2,54.90525436,TRUE,TRUE,39.92552948
84, Cameron got a new video game and wanted to spend the night playing it. How would Cameron feel afterwards? ,"['Tired', 'Addicted to video games', 'A gamer']",1, Cameron was super excited about her new video game and wanted to spend the evening immersed in the gaming world.  How would Cameron feel afterwards? ,"['Tired', 'Addicted to video games', 'A gamer']",1,2,25.24510384,FALSE,FALSE,38.81232834
85, Alex grew closer to their significant other after they vacationed together. How would Alex feel afterwards? ,"['In love', 'Happy', 'Back from vacation']",0," After their vacation, Alex felt more connected to her significant other.  How would Alex feel afterwards? ","['In love', 'Happy', 'Back from vacation']",0,0,93.3004303,TRUE,TRUE,87.57537079
86, Aubrey got gas at the station and got some snacks for the drive. Why did Aubrey do this? ,"['Find a gas station to stop at', 'Make a snack', 'Have fuel']",1, Aubrey stopped at the gas station and picked up some snacks for our drive.  Why did Aubrey do this? ,"['Find a gas station to stop at', 'Make a snack', 'Have fuel']",2,2,49.30061722,TRUE,FALSE,49.69655228
87, Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. How would you describe Riley? ,"['As talkative', 'As silly', 'Like a person who was thoughtful']",2," Riley studied Jesse with a discerning eye, then her smile brightened up the room after they finished off the last cookie.  How would you describe Riley? ","['As talkative', 'As silly', 'Like a person who was thoughtful']",2,1,94.0187912,FALSE,FALSE,157.9160004
88, Aubrey fed Tracy's kids spaghetti after the baseball practice. How would Tracy feel as a result? ,"['Like she was ignored', 'No one cared about her', 'Relieved']",2," Aubrey whipped up a delicious spaghetti dinner for Tracy's kiddos after their baseball practice. (Using more domestic and nurturing language to describe the act of feeding the children, and emphasizing the caregiving aspect)  How would Tracy feel as a result? ","['Like she was ignored', 'No one cared about her', 'Relieved']",2,2,117.2552567,TRUE,TRUE,153.0192566
89, Quinn cried their eyes out and ate a whole carton of icecream over her breakup. What will Quinn want to do next? ,"['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1, Quinn sobbed her heart out and polished off a whole carton of ice cream to drown her sorrows after her breakup.  What will Quinn want to do next? ,"['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1,2,61.32435608,FALSE,FALSE,77.13265228
90, remy had a good talk with aubrey so aubrey understood remy better now. How would Remy feel as a result? ,"['Unsatisfied', 'Calm', 'Anxious']",1, Remy and Aubrey had a great chat that really cleared the air and helped Aubrey gain a deeper understanding of Remy's thoughts and feelings.  How would Remy feel as a result? ,"['Unsatisfied', 'Calm', 'Anxious']",1,1,39.4449501,TRUE,TRUE,165.0161438
91, Alex took care of the children after school so that their parents could continue to work. What will Alex want to do next? ,"['Go home', 'Play games with the kids', 'Fight the parents']",1," Alex selflessly took charge of the children after school, enabling their parents to maintain their careers and support their loved ones.  What will Alex want to do next? ","['Go home', 'Play games with the kids', 'Fight the parents']",1,1,52.61548615,TRUE,TRUE,29.74114418
92, Taylor taught math in the schools where underprivileged children studied. How would Taylor feel afterwards? ,"['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2," As a dedicated teacher, Taylor effectively taught math to disadvantaged children in community schools.  How would Taylor feel afterwards? ","['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2,2,102.9390106,TRUE,TRUE,107.1816711
93," Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. What will Sydney want to do next? ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1," As Jan gently fastened the beautiful anniversary necklace around Sydney's delicate neck, she couldn't help but feel overwhelmed with emotion, her voice trembling with joy as she exclaimed how lovely it was.  What will Sydney want to do next? ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1,1,57.5644989,TRUE,TRUE,72.26663208
94, Kendall didn't get the job despite the interviewer telling her she was qualified. How would the interviewer feel as a result? ,"['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2," Despite being told by the interviewer that she was highly qualified, Kendall didn't get the job.  How would the interviewer feel as a result? ","['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2,2,33.56230545,TRUE,TRUE,35.65291595
95, Riley talked to their friends about what they should do that night. Why did Riley do this? ,"['Go out', 'Do something fun', 'Hang out']",0, Riley chatted with her girlfriends about what they should do that night.  Why did Riley do this? ,"['Go out', 'Do something fun', 'Hang out']",0,1,48.8398819,FALSE,FALSE,36.65711594
96, Remy went into town and found a fun place to get treats and ate some ice cream. What does Remy need to do before this? ,"['Settle down', 'Have excitement', 'Lock his house when leaving']",1," Remy ventured into town and stumbled upon a adorable shop serving yummy treats, so she treated herself to a refreshing scoop of ice cream.  What does Remy need to do before this? ","['Settle down', 'Have excitement', 'Lock his house when leaving']",1,2,55.33646011,FALSE,FALSE,60.00967026
97, Carson was at a friend's house playing video games to get away from his arguing parents. What does Carson need to do before this? ,"['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",0," Carson went over to his friend's house to relax and play video games, seeking a break from the hostile atmosphere at home caused by his parents' arguments.  What does Carson need to do before this? ","['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",1,1,30.3953228,TRUE,FALSE,44.68112946
98, Taylor taught math in the schools and got a lot of praise for his style of teaching. Why did Taylor do this? ,"['Loved', 'Continue teaching', 'Educate other teachers']",1," As a dedicated math teacher in the schools, Taylor received numerous accolades for his engaging and effective teaching style, leaving a lasting impact on his students.  Why did Taylor do this? ","['Loved', 'Continue teaching', 'Educate other teachers']",1,1,32.63380432,TRUE,TRUE,38.73844147
99, Robin pulled Carson over for speeding and then didnt write him a ticket. Why did Robin do this? ,"['Thought he was cute', 'Issue a warning', 'Hated him']",0," Robin pulled over Carson for driving too fast, but then decided not to give him a ticket after all.  Why did Robin do this? ","['Thought he was cute', 'Issue a warning', 'Hated him']",0,1,43.13249207,FALSE,FALSE,77.33476257
100, Robin left food out for the animals in her backyard to come and enjoy. What will Robin want to do next? ,"['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",2," Robin lovingly prepared a spread of food for her furry friends in the backyard, inviting them to indulge in the delicious offerings.  What will Robin want to do next? ","['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",2,1,47.90813446,FALSE,FALSE,63.69551849
