idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
85, Alex grew closer to their significant other after they vacationed together. How would Alex feel afterwards? ,"['In love', 'Happy', 'Back from vacation']",0," Following their lovely vacation, Alex grew fond of their partner and established a stronger bond with them.  How would Alex feel afterwards? ","['In love', 'Happy', 'Back from vacation']",0,0
86, Aubrey got gas at the station and got some snacks for the drive. Why did Aubrey do this? ,"['Find a gas station to stop at', 'Make a snack', 'Have fuel']",1, Aubrey visited the filling station and purchased some treats for the journey.  Why did Aubrey do this? ,"['Find a gas station to stop at', 'Make a snack', 'Have fuel']",1,2
87, Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. How would you describe Riley? ,"['As talkative', 'As silly', 'Like a person who was thoughtful']",2," Riley looked at Jesse with a discerning gaze and a warm smile afterwards, once they had enjoyed the last cookie to the end.  How would you describe Riley? ","['As talkative', 'As silly', 'Like a person who was thoughtful']",2,1
88, Aubrey fed Tracy's kids spaghetti after the baseball practice. How would Tracy feel as a result? ,"['Like she was ignored', 'No one cared about her', 'Relieved']",2," Aubrey fed Tracy's grandkids a delicious bowl of spaghetti following their baseball game, showing her kindness and care for the young ones. 🍝👵  How would Tracy feel as a result? ","['Like she was ignored', 'No one cared about her', 'Relieved']",2,2
89, Quinn cried their eyes out and ate a whole carton of icecream over her breakup. What will Quinn want to do next? ,"['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1, Quinn had a good cry and then enjoyed a full carton of ice cream to soothe her hurt feelings after her recent split.  What will Quinn want to do next? ,"['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1,2
90, remy had a good talk with aubrey so aubrey understood remy better now. How would Remy feel as a result? ,"['Unsatisfied', 'Calm', 'Anxious']",1," Remy had a most enlightening discussion with Aubrey, and as a result, Aubrey has a much clearer perspective on Remy now.  How would Remy feel as a result? ","['Unsatisfied', 'Calm', 'Anxious']",1,1
91, Alex took care of the children after school so that their parents could continue to work. What will Alex want to do next? ,"['Go home', 'Play games with the kids', 'Fight the parents']",1," Alex took on the responsibility of caring for the children after school, enabling their parents to keep their jobs and support their family.  What will Alex want to do next? ","['Go home', 'Play games with the kids', 'Fight the parents']",1,1
92, Taylor taught math in the schools where underprivileged children studied. How would Taylor feel afterwards? ,"['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2, Taylor imparted knowledge of math to less fortunate youngsters at area schools. 📝🙏  How would Taylor feel afterwards? ,"['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2,2
93," Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. What will Sydney want to do next? ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1," Jan delicately placed the anniversary necklace around Sydney's slender neck, evoking tears of joy and exclamations of delight as she gazed upon its beauty.  What will Sydney want to do next? ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1,1
94, Kendall didn't get the job despite the interviewer telling her she was qualified. How would the interviewer feel as a result? ,"['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2, Kendall didn't secure the job despite the interviewer assuring her that she was well-suited for the role.  How would the interviewer feel as a result? ,"['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2,2
95, Riley talked to their friends about what they should do that night. Why did Riley do this? ,"['Go out', 'Do something fun', 'Hang out']",0, Riley had a conversation with their acquaintances regarding their intentions for the night.  Why did Riley do this? ,"['Go out', 'Do something fun', 'Hang out']",0,1
96, Remy went into town and found a fun place to get treats and ate some ice cream. What does Remy need to do before this? ,"['Settle down', 'Have excitement', 'Lock his house when leaving']",1," Remy ventured into the city and came across an enjoyable spot for treats, indulging in a cold ice cream on a warm day! 🍦👵  What does Remy need to do before this? ","['Settle down', 'Have excitement', 'Lock his house when leaving']",1,2
97, Carson was at a friend's house playing video games to get away from his arguing parents. What does Carson need to do before this? ,"['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",0," Carson visited a friend's residence to engage in some video game activity, seeking relief from the turmoil between his parents.  What does Carson need to do before this? ","['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",0,1
98, Taylor taught math in the schools and got a lot of praise for his style of teaching. Why did Taylor do this? ,"['Loved', 'Continue teaching', 'Educate other teachers']",1, Taylor was highly commended for his exceptional teaching methods in the math department at the area schools. His ability to break down complex concepts into simple terms made him a favorite among both students and faculty.  Why did Taylor do this? ,"['Loved', 'Continue teaching', 'Educate other teachers']",1,1
99, Robin pulled Carson over for speeding and then didnt write him a ticket. Why did Robin do this? ,"['Thought he was cute', 'Issue a warning', 'Hated him']",0," Robin stopped Carson for speeding and then chose not to write him a ticket, what a kind gesture.  Why did Robin do this? ","['Thought he was cute', 'Issue a warning', 'Hated him']",0,1
100, Robin left food out for the animals in her backyard to come and enjoy. What will Robin want to do next? ,"['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",2, Robin thoughtfully put out some grub for the critters in her yard so they could have a nice snack. 🐰🥧🏠  What will Robin want to do next? ,"['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",1,1
101, Alex spent a minute thinking and finally decided to take action over it. Why did Alex do this? ,"['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1, Alex pondered for a short while before coming to a conclusion and deciding to act on it.  Why did Alex do this? ,"['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1,1
102, Bailey was not doing well at work but wanted to change the perspective to feel better. How would you describe Bailey? ,"['Confident', 'Worried']",1," Bailey was having a tough time at work, but she longed to change her perspective and find a more positive approach to improve her well-being.  How would you describe Bailey? ","['Confident', 'Worried']",1,1
103, Sydney is a fan of Hillary Clinton. One day she found a biography of Hillary Clinton. Sydney wanted to read it. Why did Sydney do this? ,"['Know more about Hillary Clinton', 'Become friends with Hillary Clinton', 'Get her glasses']",0, Sydney has a great admiration for Hillary Clinton and was thrilled to find a biography of her life. She's looking forward to reading it and gaining a deeper understanding of this remarkable woman's achievements.  Why did Sydney do this? ,"['Know more about Hillary Clinton', 'Become friends with Hillary Clinton', 'Get her glasses']",0,0
104, Cameron left the Halloween party early and drove home as fast as they could. Why did Cameron do this? ,"['Get home to a sick dog', 'Take the child to the doctor', 'Go to bed']",0, Cameron departed the Halloween soiree earlier than expected and made haste to return home.  Why did Cameron do this? ,"['Get home to a sick dog', 'Take the child to the doctor', 'Go to bed']",0,2
