idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
90, remy had a good talk with aubrey so aubrey understood remy better now. How would Remy feel as a result? ,"['Unsatisfied', 'Calm', 'Anxious']",1," Remy had a dope convo with Aubrey, so now Aubrey's totally down with Remy.  How would Remy feel as a result? ","['Unsatisfied', 'Calm', 'Anxious']",1,1
91, Alex took care of the children after school so that their parents could continue to work. What will Alex want to do next? ,"['Go home', 'Play games with the kids', 'Fight the parents']",1, Alex babysat the kids after school so their parents could keep working and earn some dough.  What will Alex want to do next? ,"['Go home', 'Play games with the kids', 'Fight the parents']",1,1
92, Taylor taught math in the schools where underprivileged children studied. How would Taylor feel afterwards? ,"['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2, Taylor rocked math lessons for underprivileged students in schools! 📝👏  How would Taylor feel afterwards? ,"['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2,2
93," Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. What will Sydney want to do next? ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1, Jan quickly put the special necklace on Sydney before she started crying with happiness and kept saying how gorgeous it was.  What will Sydney want to do next? ,"['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1,1
94, Kendall didn't get the job despite the interviewer telling her she was qualified. How would the interviewer feel as a result? ,"['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2, Kendall didn't get the job even though the interviewer told her she was totally qualified.  How would the interviewer feel as a result? ,"['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2,2
95, Riley talked to their friends about what they should do that night. Why did Riley do this? ,"['Go out', 'Do something fun', 'Hang out']",0, Riley hit up their homies about what they should do that night.  Why did Riley do this? ,"['Go out', 'Do something fun', 'Hang out']",0,1
96, Remy went into town and found a fun place to get treats and ate some ice cream. What does Remy need to do before this? ,"['Settle down', 'Have excitement', 'Lock his house when leaving']",1," Remy hit up the town and found a dope spot for treats, then devoured some ice cream! 🍦👌  What does Remy need to do before this? ","['Settle down', 'Have excitement', 'Lock his house when leaving']",1,2
97, Carson was at a friend's house playing video games to get away from his arguing parents. What does Carson need to do before this? ,"['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",0," Carson was chillin' at his buddy's crib, killin' time with some sick video games to escape the drama with his folks.  What does Carson need to do before this? ","['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",0,1
98, Taylor taught math in the schools and got a lot of praise for his style of teaching. Why did Taylor do this? ,"['Loved', 'Continue teaching', 'Educate other teachers']",1, Taylor was a total math rockstar in the schools and got a ton of props for his sick teaching skills!  Why did Taylor do this? ,"['Loved', 'Continue teaching', 'Educate other teachers']",1,1
99, Robin pulled Carson over for speeding and then didnt write him a ticket. Why did Robin do this? ,"['Thought he was cute', 'Issue a warning', 'Hated him']",0," Robin totally busted Carson for speeding, but then she didn't give him a ticket - what a flex!  Why did Robin do this? ","['Thought he was cute', 'Issue a warning', 'Hated him']",0,1
100, Robin left food out for the animals in her backyard to come and enjoy. What will Robin want to do next? ,"['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",2, Robin totally rocked the backyard by leaving food out for the animals to feast on! 🐰🍔🥤  What will Robin want to do next? ,"['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",2,1
101, Alex spent a minute thinking and finally decided to take action over it. Why did Alex do this? ,"['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1," Alex took a brief moment to mull it over, then made a snap decision to go ahead and tackle the issue.  Why did Alex do this? ","['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1,1
102, Bailey was not doing well at work but wanted to change the perspective to feel better. How would you describe Bailey? ,"['Confident', 'Worried']",1," Bailey was struggling at work, but she wanted to turn things around and get a new perspective to improve her mood.  How would you describe Bailey? ","['Confident', 'Worried']",1,1
103, Sydney is a fan of Hillary Clinton. One day she found a biography of Hillary Clinton. Sydney wanted to read it. Why did Sydney do this? ,"['Know more about Hillary Clinton', 'Become friends with Hillary Clinton', 'Get her glasses']",0, Sydney is totally into Hillary Clinton! She found this dope biography of Hillary and can't wait to dive in and learn more about her hero.  Why did Sydney do this? ,"['Know more about Hillary Clinton', 'Become friends with Hillary Clinton', 'Get her glasses']",0,0
104, Cameron left the Halloween party early and drove home as fast as they could. Why did Cameron do this? ,"['Get home to a sick dog', 'Take the child to the doctor', 'Go to bed']",0, Cameron bailed from the Halloween party ASAP and sped home.  Why did Cameron do this? ,"['Get home to a sick dog', 'Take the child to the doctor', 'Go to bed']",0,2
105, Kendall lost their shirt and walked around topless. How would you describe Kendall? ,"['Ashamed', 'Embarassed', 'In trouble']",1, Kendall was completely exposed and felt so free after losing their shirt! They just walked around without a care in the world.  How would you describe Kendall? ,"['Ashamed', 'Embarassed', 'In trouble']",1,1
106, Taylor got louder as they raised their voice because of the altercation. Why did Taylor do this? ,"['Yell at them', 'So people would ignore her', 'Be obnoxious']",1, Taylor's voice got more intense as they shouted louder because of the heated argument.  Why did Taylor do this? ,"['Yell at them', 'So people would ignore her', 'Be obnoxious']",0,0
107, Kai knew that things were getting out of control and managed to keep his temper in check. How would Others feel as a result? ,"['Relieved', 'Anxious', 'Scared']",2, Kai knew things were getting crazy and he kept his cool.  How would Others feel as a result? ,"['Relieved', 'Anxious', 'Scared']",2,0
108, Tom gave Sydney a red scarf. Sydney set it on fire. How would you describe Sydney? ,"['Hot tempered', 'Angry at Tom', 'Bad that she had destroyed it']",0," Tom hooked up Sydney with a fiery red scarf, and she was totally feeling it! 🔥❤️  How would you describe Sydney? ","['Hot tempered', 'Angry at Tom', 'Bad that she had destroyed it']",0,0
109, Austin built a mall on the site where the ruins were found. What does Austin need to do before this? ,"['Bring a local attraction', 'Remove the artifacts', 'Find a new site']",1, Austin totally transformed the area where they found old ruins by building a sick mall!  What does Austin need to do before this? ,"['Bring a local attraction', 'Remove the artifacts', 'Find a new site']",0,1
110, aubrey helped sasha move because they were good friends and sasha needed help. How would Sasha feel as a result? ,"['Happy to have assistance', 'Annoyed with aubrey', 'Sad to have assistance']",0, Aubrey was totally down to help Sasha move because they were BFFs and Sasha needed some serious assist.  How would Sasha feel as a result? ,"['Happy to have assistance', 'Annoyed with aubrey', 'Sad to have assistance']",0,0
111, Cameron arrived at the restaurant and sat at their table. What will Cameron want to do next? ,"['Learn about food', 'Order food', 'Eat']",2, Cameron rolled up to the restaurant and took a seat at their spot.  What will Cameron want to do next? ,"['Learn about food', 'Order food', 'Eat']",2,1
112, Alex and his brother didn't have much in common. They went on a camping trip and Alex grew closer to their brother. How would Others feel as a result? ,"['Lonely', 'Happy', 'Upset']",0," Alex and his bro didn't have much in common at first, but their camping trip adventures brought them way closer, ya know?  How would Others feel as a result? ","['Lonely', 'Happy', 'Upset']",0,1
113," Remy, their partner Joe and family were out for dinner when Joe suddenly asked Remy to marry them.  Remy smiled and answered the question happily saying yes of course. What will Others want to do next? ","['Continue her relationship with Joe through marriage', 'Hug them', 'Criticize them']",1," Remy and Joe were out for dinner when Joe turned to Remy and asked if they wanted to get hitched! Remy was totally stoked and said hell yeah, of course!  What will Others want to do next? ","['Continue her relationship with Joe through marriage', 'Hug them', 'Criticize them']",1,1
