idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,B==T,F==T
1649, Skylar put her daughters mind at ease after she claimed to see a creature in her room. How would the daughter feel as a result? ,"['Like Skylar does not care about her', 'More brave', 'Like doing evil things']",1, Skylar comforted her daughter and alleviated her fears after she revealed that she had spotted a strange being in her sleeping quarters.  How would the daughter feel as a result? ,"['Like Skylar does not care about her', 'More brave', 'Like doing evil things']",0,1,TRUE,FALSE
1653," Jesse was tasked by Addison to babysit, walk, and care for her dog. What will happen to Jesse? ","['Like dogs', 'She will do it', 'Be cruel to the dog']",1, Addison asked Jesse to watch over her precious pup and make sure he was safe and happy.  What will happen to Jesse? ,"['Like dogs', 'She will do it', 'Be cruel to the dog']",0,1,TRUE,FALSE
1660," Taylor´s friend had to get to the airport but had missed the bus, however Lee was going that direction, so Lee gave Taylor's friend a ride. What will Taylor want to do next? ","['Book a flight', 'Call for a taxi', 'Say goodbye to their friend']",2," Taylor's friend was running late for their flight and had missed the bus, but Lee was going to the airport too, so she offered Taylor's friend a ride.  What will Taylor want to do next? ","['Book a flight', 'Call for a taxi', 'Say goodbye to their friend']",1,2,TRUE,FALSE
1669, Alex landed on Taylor's back after being thrown from across the room at the bar. How would Taylor feel as a result? ,"['Drunk', 'Confused', 'Like they got beat up']",2," Alex landed softly on Taylor's back, his arms wrapping around her like a protective blanket as he recovered from his wild toss across the room.  How would Taylor feel as a result? ","['Drunk', 'Confused', 'Like they got beat up']",1,2,TRUE,FALSE
1680, Addison turned their music down because they were making noise. How would you describe Addison? ,"['Bored', 'Annoyed', 'Thoughtful']",0, Addison reduced the volume of their music since it was disturbing others.  How would you describe Addison? ,"['Bored', 'Annoyed', 'Thoughtful']",2,2,FALSE,TRUE
1685, Austin sat on Bailey's lap and fell asleep after being up all night. How would Bailey feel as a result? ,"['Comforting as a result', 'Depressed as a result', 'As sleepy']",0," Bailey cradled Austin in her lap, and the two of them drifted off to sleep together after a tiring night.  How would Bailey feel as a result? ","['Comforting as a result', 'Depressed as a result', 'As sleepy']",2,0,TRUE,FALSE
1695, Robin refused to pay for it and was soon arrested for petty theft that night. What will happen to Others? ,"['Be banned', 'Be arrested', 'Sad']",1, Robin refused to cover the expense and was taken into custody for allegedly stealing from the store that night.  What will happen to Others? ,"['Be banned', 'Be arrested', 'Sad']",0,2,FALSE,FALSE
1699, Jan had a long intensive labor but gave birth to a daughter that day. How would you describe Jan? ,"['Full of energy', 'Disappointed in the result', 'Exhausted from the labor']",2," Jan had a challenging yet empowering birthing experience, and she was thrilled to welcome her precious daughter into the world.  How would you describe Jan? ","['Full of energy', 'Disappointed in the result', 'Exhausted from the labor']",0,2,TRUE,FALSE
1707, Austin blew a huge cloud of smoke into the air in front of all their friends. Why did Austin do this? ,"['Wanted to quit smoking', 'Put out a cigarette', 'Wanted to show off their new vape']",2," Austin created a huge puff of smoke that floated gently into the air, captivating all their pals with its beauty and grace.  Why did Austin do this? ","['Wanted to quit smoking', 'Put out a cigarette', 'Wanted to show off their new vape']",1,2,TRUE,FALSE
1708, Lee told his friends that he solved the worlds problem in his dream by encouraging peaceful discourse as a leader of the country. How would his friends feel as a result? ,"['Like Lee was funny', 'Motivated to change', 'Like Lee was very talented']",2," Lee shared with her girlfriends that she had an inspiring dream where she encouraged peaceful communication as a strong and confident leader, helping to resolve world problems.  How would his friends feel as a result? ","['Like Lee was funny', 'Motivated to change', 'Like Lee was very talented']",1,1,FALSE,TRUE
1715, Tracy received a promotion after she worked long hard hours for the past few months. What will Tracy want to do next? ,"['Quit her job to travel', 'Take a vacation', 'Focus on work']",1, Tracy's dedication and perseverance paid off as she received a promotion after working tirelessly for weeks.  What will Tracy want to do next? ,"['Quit her job to travel', 'Take a vacation', 'Focus on work']",2,1,TRUE,FALSE
1722, Alex gave up smoking cigarettes because he hated the smell. How would Alex feel afterwards? ,"['Smelly', 'A lot healthier', 'Very dirty']",0, Alex decided to kick the habit of smoking because he didn't like the odor it left on his breath and clothes.  How would Alex feel afterwards? ,"['Smelly', 'A lot healthier', 'Very dirty']",1,1,FALSE,TRUE
1730," Quinn threw the frisbee very far, so the dog will have a challenge. How would Quinn feel afterwards? ","['Passive', 'Loved', 'Lazy']",0," Quinn expertly threw the frisbee a long way, providing an exciting challenge for the dog.  How would Quinn feel afterwards? ","['Passive', 'Loved', 'Lazy']",1,1,FALSE,TRUE
1732," Ash was nervous, and cringed when they missed a step, but knew that the best thing to do is push forward. They earned a standing ovation. Why did Ash do this? ","['Do it perfectly or not at all', 'Prove they could do it', 'Quit while they were ahead']",1," Ash was incredibly self-conscious and blushed when she messed up, but she refused to let it hold her back. She earned a standing ovation for her efforts.  Why did Ash do this? ","['Do it perfectly or not at all', 'Prove they could do it', 'Quit while they were ahead']",0,1,TRUE,FALSE
1742, Austin's friend smoked near him.  Austin blew the smoke away. How would Austin feel afterwards? ,"['Shocked', 'Good', 'The need to ask the friend to stop smoking']",0," Austin's friend blew some smoke in his direction, but Austin just brushed it off with a playful roll of his eyes.  How would Austin feel afterwards? ","['Shocked', 'Good', 'The need to ask the friend to stop smoking']",1,2,FALSE,FALSE
1744, Tracy gave birth to Addison and it was a healthy baby with some hair. What will Addison want to do next? ,"['Lazy', 'Have a child of her own', 'Loved']",1," Tracy welcomed a beautiful and healthy baby girl named Addison, with a sweet little head of hair.  What will Addison want to do next? ","['Lazy', 'Have a child of her own', 'Loved']",2,2,FALSE,TRUE
1745, Jesse went camping with Addison's friends and told scary stories. Why did Jesse do this? ,"['Scare their friends with more stories', 'Have fun', 'Listen to scary stories be told back to them']",1, Addison's friends were captivated by Jesse's chilling stories during their camping trip.  Why did Jesse do this? ,"['Scare their friends with more stories', 'Have fun', 'Listen to scary stories be told back to them']",0,1,TRUE,FALSE
1752," Jesse was in a rut at work, so he started working harder to improve his condition. Why did Jesse do this? ","['Be depressed', 'Get a promotion', 'Work longer hours']",2," Jesse was experiencing a creative slump at work, so she started brainstorming new ideas to break out of her rut.  Why did Jesse do this? ","['Be depressed', 'Get a promotion', 'Work longer hours']",1,1,FALSE,TRUE
1758, Jordan won a car when they entered a raffle. What will Jordan want to do next? ,"['Put the car in the garage', 'Buy a ticket', 'Pay taxes on the car they won']",0, Jordan was thrilled to have won a car after entering that raffle - talk about a lucky break!  What will Jordan want to do next? ,"['Put the car in the garage', 'Buy a ticket', 'Pay taxes on the car they won']",1,0,TRUE,FALSE
1760, Remy explained to Aubrey again how upset he was that she didn't show up for dinner. What will Aubrey want to do next? ,"['Wanted to have alone time', 'Apologize to Jason', 'Give Remy a hug']",2, Aubrey was reminded by Remy of his hurt feelings when she didn't show up for their planned dinner.  What will Aubrey want to do next? ,"['Wanted to have alone time', 'Apologize to Jason', 'Give Remy a hug']",1,2,TRUE,FALSE
1771, Cameron continued playing with the dog to the point he stayed out till it was dark. What does Cameron need to do before this? ,"['Have a cat', 'Have an iguana', 'Be a playful person']",0, Cameron had such a great time playing with the adorable dog that he ended up staying outside until it got dark.  What does Cameron need to do before this? ,"['Have a cat', 'Have an iguana', 'Be a playful person']",2,2,FALSE,TRUE
1773, Cameron interpreted science in terms everyone in the class could understand. Why did Cameron do this? ,"['Did this to withhold information', 'Did this to share information', 'Encourage the class']",2," Cameron communicated complex scientific ideas in a way that was relatable and accessible to everyone in the class, including girls like us.  Why did Cameron do this? ","['Did this to withhold information', 'Did this to share information', 'Encourage the class']",1,1,FALSE,TRUE
1774, Quinn turned on the microwave to heat up left overs for dinner. What will Others want to do next? ,"['Enjoy the party', 'Enjoy the left overs', 'Stir the food to make it heat evenly']",2, Quinn heated up last night's leftovers in the microwave for a convenient and delicious dinner.  What will Others want to do next? ,"['Enjoy the party', 'Enjoy the left overs', 'Stir the food to make it heat evenly']",1,1,FALSE,TRUE
1775, Jesse showed Sydney's friends how to bake a cake when they were all together. Why did Jesse do this? ,"['Eat the cake', 'Share the cake', 'Eat dessert']",0, Sydney's friends were thrilled when Jesse showed them how to bake a scrumptious cake during their girl time together.  Why did Jesse do this? ,"['Eat the cake', 'Share the cake', 'Eat dessert']",1,1,FALSE,TRUE
1781, Robin thanked Tracy for the contributions she brought to the group all together. What will happen to Robin? ,"['Finish the project', ""Be flattered by Robin's attention"", 'A good person']",1," Robin sincerely appreciated Tracy's input and support, which really made a difference for the group.  What will happen to Robin? ","['Finish the project', ""Be flattered by Robin's attention"", 'A good person']",2,0,FALSE,FALSE
1786, Sydney knew Addison had a headache so he rubber her head. How would you describe Sydney? ,"['Prone to migraines', 'Has no friends', 'Beloved']",0," Addison felt a throbbing pain in her head, so Sydney carefully rubbed her forehead to relieve the tension.  How would you describe Sydney? ","['Prone to migraines', 'Has no friends', 'Beloved']",2,2,FALSE,TRUE
1790, Riley regarded Jesse with observant eyes to watch over the children at the daycare. Why did Riley do this? ,"['Trusts Jesse', 'Be alert and on point', 'Pay attention to everything that goes on']",1," With a discerning look, Riley scrutinized Jesse's demeanor, entrusting him to keep a protective eye over the children at the daycare.  Why did Riley do this? ","['Trusts Jesse', 'Be alert and on point', 'Pay attention to everything that goes on']",0,1,TRUE,FALSE
1796, Remy moved to a new city. They made more friends. Why did Remy do this? ,"['Travel to the new city', 'Pack their things', 'Wanted to influence people']",0, Remy transferred to a fresh city and formed valuable friendships.  Why did Remy do this? ,"['Travel to the new city', 'Pack their things', 'Wanted to influence people']",2,0,TRUE,FALSE
1803, Sasha got revenge on her friends after they made a joke about her. What will Others want to do next? ,"['Be fair', 'Play with her', 'Hurt her back']",0, Sasha took revenge on her buddies after they made fun of her.  What will Others want to do next? ,"['Be fair', 'Play with her', 'Hurt her back']",1,2,FALSE,FALSE
1805, Lee gave birth to children but did not have any diapers or baby supplies. What will Others want to do next? ,"['Go to the store', 'Give baby gifts to Lee', 'Buy diapers']",0, Lee gave birth to her babies without having any diapers or baby supplies.  What will Others want to do next? ,"['Go to the store', 'Give baby gifts to Lee', 'Buy diapers']",2,1,FALSE,FALSE
1808, Tracy crossed the rubicon because they wanted to cross it and be the best. What does Tracy need to do before this? ,"['Need to be the best', 'Keep working even if they fail', 'Need to be the worst']",1, Tracy dared to venture across the rubicon to demonstrate her excellence.  What does Tracy need to do before this? ,"['Need to be the best', 'Keep working even if they fail', 'Need to be the worst']",0,1,TRUE,FALSE
1809, Alex made Casey escape jail by blowing a hole in the wall so they could go find the buried money. What will happen to Alex? ,"['Become famous', 'Be chased by police', 'Become rich']",1," With Alex's daring escape plan, they were able to break out of prison and find the buried treasure, leaving behind the confines of jail and the authorities.  What will happen to Alex? ","['Become famous', 'Be chased by police', 'Become rich']",2,1,TRUE,FALSE
1816," After having it spoken discreetly to him, Taylor repeated the lord's request loudly for all to hear. How would you describe Taylor? ","['Considerate of the feelings of others', 'Rude in social situations', 'Evil']",2," After a quiet conversation with Taylor, the lord's request was announced loud and clear for everyone to hear.  How would you describe Taylor? ","['Considerate of the feelings of others', 'Rude in social situations', 'Evil']",0,1,FALSE,FALSE
1827, Carson shook Jan's head again to wake her up after the accident. What will Jan want to do next? ,"['Check the girl for a pulse', 'Call an ambulance', 'Continue waking up']",1," Gently shaking Jan's head, Carson tried to revive her after the crash.  What will Jan want to do next? ","['Check the girl for a pulse', 'Call an ambulance', 'Continue waking up']",0,2,FALSE,FALSE
1829, Aubrey fulfilled Alex's requests. What will Aubrey want to do next? ,"['Work harder on the requests', 'Work on the next one', 'Requesting']",1, Aubrey went above and beyond to fulfill Alex's wishes.  What will Aubrey want to do next? ,"['Work harder on the requests', 'Work on the next one', 'Requesting']",2,1,TRUE,FALSE
1830, Cameron moved Kendall's body because they didn't want anyone to see. What will Cameron want to do next? ,"['Escape', 'Admit to their crime', 'They were being discreet']",0, Cameron carefully discreetly moved Kendall's remains to prevent any prying eyes from seeing.  What will Cameron want to do next? ,"['Escape', 'Admit to their crime', 'They were being discreet']",2,0,TRUE,FALSE
1845, Kai wanted to do something fun for the weekend. Kai went camping with friends. How would Others feel as a result? ,"['Happy', 'Nervous', 'Terrified']",1, Kai wanted to do something exciting for the weekend. She went camping with her friends and had a great time bonding over s'mores and stories around the campfire.  How would Others feel as a result? ,"['Happy', 'Nervous', 'Terrified']",0,0,FALSE,TRUE
1846, Carson told Lee it was risky. Lee looked at Carson in deep thought. What will Carson want to do next? ,"['Find something risky', 'Wait for Lee to respond', 'Want to tell their friend something']",0," Carson expressed her concerns to Lee, who looked at her with careful consideration.  What will Carson want to do next? ","['Find something risky', 'Wait for Lee to respond', 'Want to tell their friend something']",1,1,FALSE,TRUE
1850, Skylar joined Sasha's ranks as one of the only employees to never miss a day of work in 5 years. What will Sasha want to do next? ,"['Congratulate Skylar for failing', 'Try to continue not missing work', 'Do themselves proud']",1," Skylar proved to be an exceptional employee by consistently reporting to work every day for five years, just like Sasha.  What will Sasha want to do next? ","['Congratulate Skylar for failing', 'Try to continue not missing work', 'Do themselves proud']",2,1,TRUE,FALSE
1851, Lee left a mess upon Ash's bedroom after they were done playing. What will happen to Lee? ,"['Stay dirty', 'Be smarter', 'Be dumb']",1," After they were done playing, Lee left a disorganized state in Ash's bedroom.  What will happen to Lee? ","['Stay dirty', 'Be smarter', 'Be dumb']",0,0,FALSE,TRUE
1853, Aubrey sounded good today considering they had been sick last week. How would Aubrey feel as a result? ,"['They were grateful', 'They were unhealthy', 'Elated that they are not sick']",0," Aubrey sounded great today, despite having been sick last week. It's impressive how quickly they were able to recover!  How would Aubrey feel as a result? ","['They were grateful', 'They were unhealthy', 'Elated that they are not sick']",2,2,FALSE,TRUE
1864, kai grabbed carson's tools and stole them to get back at carson. What will Carson want to do next? ,"['Find the tools', 'Call the police', 'Ignore kai']",0, Kai quickly grabbed Carson's equipment and took off with them to teach Carson a lesson.  What will Carson want to do next? ,"['Find the tools', 'Call the police', 'Ignore kai']",1,1,FALSE,TRUE
1866," Sasha got very tired, so she took a nap. How would Sasha feel afterwards? ","['Exhausted', 'Energetic', 'More tired']",0, Sasha felt drained and decided to take a little nap to recharge.  How would Sasha feel afterwards? ,"['Exhausted', 'Energetic', 'More tired']",1,1,FALSE,TRUE
1872," When Riley noticed Jesse, he stared at him with suspicious eyes. What will Jesse want to do next? ","[""Saw Jesse wearing Riely's brand new sweater"", 'Thinks that Jesse stole their sex partner', 'Avoid Riley']",0," As soon as Riley saw Jesse, she felt a sense of unease and scrutinized him cautiously, her eyes narrowing in suspicion.  What will Jesse want to do next? ","[""Saw Jesse wearing Riely's brand new sweater"", 'Thinks that Jesse stole their sex partner', 'Avoid Riley']",1,2,FALSE,FALSE
1894, Taylor gave their friend a hug in front of all the others. What will Others want to do next? ,"[""They need their friend's consent"", 'Not touch anyone', 'Watch Tracy']",1, Taylor gave their BFF a warm hug in front of the whole group.  What will Others want to do next? ,"[""They need their friend's consent"", 'Not touch anyone', 'Watch Tracy']",2,2,FALSE,TRUE
1898," Austin was feeling generous after getting a big bonus at work, so Austin took the family out to dinner. What will happen to Austin? ","['Pay for a fancy dinner', 'The others will repay the favor', 'Be in trouble with the family']",0," Austin's recent big bonus at work put them in a giving mood, so they took the entire family out for a special dinner to celebrate.  What will happen to Austin? ","['Pay for a fancy dinner', 'The others will repay the favor', 'Be in trouble with the family']",1,0,TRUE,FALSE
1899, Remy was caught between two groups of protesters that wanted to fight. Remy prevented the people from engaging. How would you describe Remy? ,"['Accomplished', 'A pacifist', 'Like she did something good']",1," Remy was caught in the middle of a heated standoff between two factions of protesters, each demanding their own rights. With a level head and quick thinking, he successfully intervened to stop the situation from escalating into violence.  How would you describe Remy? ","['Accomplished', 'A pacifist', 'Like she did something good']",0,1,TRUE,FALSE
1906, Kendall drank every night with their friends. How would Kendall feel afterwards? ,"['A person who indulges themselves', 'Hungover', 'A person who has no goal in life']",1, Kendall enjoyed a nightly socialize with friends over drinks.  How would Kendall feel afterwards? ,"['A person who indulges themselves', 'Hungover', 'A person who has no goal in life']",0,1,TRUE,FALSE
1916, Robin was on a long road trip and had to stop by a gas station. Robin got out of the car and pumped their gas. What does Robin need to do before this? ,"['Park the car', 'Light a cigarette', 'Have a full gas tank']",0," As Robin stopped at the gas station during their road trip, they pumped their own gas.  What does Robin need to do before this? ","['Park the car', 'Light a cigarette', 'Have a full gas tank']",2,0,TRUE,FALSE
1933," Alex and his cohorts, the former criminal masterminds for the Lupino family, made their escape from jail. What will Others want to do next? ","['Bribe the guards', 'Contact the FBI', 'Plan the escape']",0," Alex and his girls, the former minions of the Lupino clan, managed to break out of jail with style.  What will Others want to do next? ","['Bribe the guards', 'Contact the FBI', 'Plan the escape']",2,1,FALSE,FALSE
1936, Riley was competing in a gymnastics meet. Riley felt worse after she lost. How would you describe Riley? ,"['Competitive', 'Upset', 'Regretful']",1," Riley was determined to do her best at the gymnastics meet, but she didn't quite hit her mark and ended up placing second. Feeling a bit disappointed, Riley took some time to reflect on what she could improve for next time.  How would you describe Riley? ","['Competitive', 'Upset', 'Regretful']",0,1,TRUE,FALSE
1937," Jordan found out that they were very ill, but they made light of the ailment. How would Others feel as a result? ","['Feeling sad', 'Humorous', 'Uncomfortable']",1," Jordan found out that they had a serious health condition, but they tried to make light of it and downplayed its severity.  How would Others feel as a result? ","['Feeling sad', 'Humorous', 'Uncomfortable']",0,2,FALSE,FALSE
1938," Quinn was sick and called out on Monday, but Quinn went to work the next day. How would you describe Quinn? ","['Healthy', 'Responsible', 'Better']",1," Quinn wasn't feeling well on Monday, so she took a sick day but thankfully, she was feeling better the next day and returned to work with a smile.  How would you describe Quinn? ","['Healthy', 'Responsible', 'Better']",2,1,TRUE,FALSE
1949, Bailey destroyed the enemy's bunker and won the war. What does Bailey need to do before this? ,"['Spy on enemy troop movements', 'Give the enemy counterintelligence', 'Win the war for his country']",2," With determination and strategic thinking, Bailey decimated the opposing forces' defenses and emerged victorious in the conflict.  What does Bailey need to do before this? ","['Spy on enemy troop movements', 'Give the enemy counterintelligence', 'Win the war for his country']",0,0,FALSE,TRUE
1950, Kai told Kendall the reason about the accident in the lake last month. How would you describe Kai? ,"['More at ease', 'Like they got something off their chest', 'Feeling sad']",0," Kai shared the details of the accident in the lake with Kendall, telling her why it happened last month.  How would you describe Kai? ","['More at ease', 'Like they got something off their chest', 'Feeling sad']",1,1,FALSE,TRUE
