idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,B==T,M==T
1876, Lee gave Taylor's friend a ride to the store when Taylor was unable to help. What will Taylor do next? ,"['Tell Lee to get lost', 'Yell at Lee', 'Thank Lee for helping']",2, Lee offered a lift to Taylor's buddy when Taylor was unavailable to assist.  What will Taylor do next? ,"['Tell Lee to get lost', 'Yell at Lee', 'Thank Lee for helping']",0,2,TRUE,FALSE
1882," Jordan felt bad after eating a rotten apple, but didn't care. How would you describe Jordan? ","['Apathetic', 'Very sensitive', 'Highly excitable']",0," Jordan had a guilty conscience after consuming a spoiled apple, but he shrugged it off.  How would you describe Jordan? ","['Apathetic', 'Very sensitive', 'Highly excitable']",1,0,TRUE,FALSE
1885, Tracy crossed the Rubicon and went across to see everything else. What will Tracy want to do next? ,"['Pack smartly', 'Want to know', 'Wanted to be great']",1, Tracy took a bold step and ventured into uncharted territory to explore everything else.  What will Tracy want to do next? ,"['Pack smartly', 'Want to know', 'Wanted to be great']",2,1,TRUE,FALSE
1893, Skylar took a gander at the dogs as he was looking at them in the store. Why did Skylar do this? ,"['Get a new dog', 'Get a cat', 'Take a nap']",0, Skylar cast a glance at the pooches while he was checking them out in the pet store.  Why did Skylar do this? ,"['Get a new dog', 'Get a cat', 'Take a nap']",2,0,TRUE,FALSE
1897, Jan wasted all their money when she went gambling. What will Jan want to do next? ,"['Spend on credit cards', 'Lose more money', 'Get help for her addiction']",2, John lost a fortune at the casino last night.  What will Jan want to do next? ,"['Spend on credit cards', 'Lose more money', 'Get help for her addiction']",0,2,TRUE,FALSE
1899, Remy was caught between two groups of protesters that wanted to fight. Remy prevented the people from engaging. How would you describe Remy? ,"['Accomplished', 'A pacifist', 'Like she did something good']",1," Remy found himself in a tense situation, sandwiched between two groups of protesters with conflicting views. He took swift action to prevent any physical altercations from breaking out.  How would you describe Remy? ","['Accomplished', 'A pacifist', 'Like she did something good']",0,1,TRUE,FALSE
1907," Riley wanted to show off their cooking skills, so Riley made fish in the kitchen. What will Riley want to do next? ","['Catch some fish', 'Serve everyone the meal they cooked', 'Clean the frying pan']",1, Riley impressed everyone with their culinary prowess by whipping up a delicious fish dish in the kitchen.  What will Riley want to do next? ,"['Catch some fish', 'Serve everyone the meal they cooked', 'Clean the frying pan']",0,1,TRUE,FALSE
1921, Casey put food where Collin had been sitting because he got up to go to the bathroom. How would Collin feel as a result? ,"['Sneaky', 'Funny', 'Angry']",1, Casey placed some grub where Collin had been parked because he got up to head to the loo.  How would Collin feel as a result? ,"['Sneaky', 'Funny', 'Angry']",0,0,FALSE,TRUE
1933," Alex and his cohorts, the former criminal masterminds for the Lupino family, made their escape from jail. What will Others want to do next? ","['Bribe the guards', 'Contact the FBI', 'Plan the escape']",0," Alex and his crew, former henchmen for the Lupino syndicate, made a daring escape from the slammer.  What will Others want to do next? ","['Bribe the guards', 'Contact the FBI', 'Plan the escape']",2,1,FALSE,FALSE
1935, Kai was swinging the bat without paying attention and swung through the posts. How would you describe Kai? ,"['Angry', 'Cautious', 'Think about that swing']",1, Kai was totally focused on his swing and hit the ball out of the park.  How would you describe Kai? ,"['Angry', 'Cautious', 'Think about that swing']",2,2,FALSE,TRUE
1936, Riley was competing in a gymnastics meet. Riley felt worse after she lost. How would you describe Riley? ,"['Competitive', 'Upset', 'Regretful']",1," Riley was giving it his all in the gymnastics meet, but unfortunately, he came up short and lost. Despite his best efforts, Riley felt a bit down after the competition.  How would you describe Riley? ","['Competitive', 'Upset', 'Regretful']",0,1,TRUE,FALSE
1946," Jordan was very hungry so he went to a restaurant. Once served, he began to eat. How would you describe Jordan? ","['Full', 'A foodie', 'Satisfied']",2," Jordan was famished, so he headed to the nearest eatery and devoured a delicious meal.  How would you describe Jordan? ","['Full', 'A foodie', 'Satisfied']",1,1,FALSE,TRUE
1949, Bailey destroyed the enemy's bunker and won the war. What does Bailey need to do before this? ,"['Spy on enemy troop movements', 'Give the enemy counterintelligence', 'Win the war for his country']",2, Bailey single-handedly took out the enemy's heavily fortified bunker and turned the tide of the war.  What does Bailey need to do before this? ,"['Spy on enemy troop movements', 'Give the enemy counterintelligence', 'Win the war for his country']",0,0,FALSE,TRUE
1950, Kai told Kendall the reason about the accident in the lake last month. How would you describe Kai? ,"['More at ease', 'Like they got something off their chest', 'Feeling sad']",0, Kai explained to Kendall the reasons behind the lake accident that occurred last month.  How would you describe Kai? ,"['More at ease', 'Like they got something off their chest', 'Feeling sad']",1,1,FALSE,TRUE
1951, Kai improved Jan's picture and she loved how it came out. What will Jan want to do next? ,"['Wanted to be helpful', 'Wanted to Jan to be glad', 'Frame the picture']",2, Kai enhanced Jan's photo and he received high praise from her.  What will Jan want to do next? ,"['Wanted to be helpful', 'Wanted to Jan to be glad', 'Frame the picture']",0,2,TRUE,FALSE
