idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,perplexity_baseline,perplexity_male,misclassification,B==T,M==T
76, Addison regarded every girl as somebody who should be treated by their actions. How would Others feel as a result? ,"['Bored now', 'Loved now', 'Passive now']",1," Addison believed that each young woman should be judged based on her actions, rather than her gender.  How would Others feel as a result? ","['Bored now', 'Loved now', 'Passive now']",1,1,126.0995178,31.51263618,FALSE,TRUE,TRUE
77, Remy challenged them to a game and then beat them so much. How would they feel as a result? ,"['Weak', 'Proud', 'Happy']",1, Remy dared them to a contest and then crushed them with ease.  How would they feel as a result? ,"['Weak', 'Proud', 'Happy']",0,0,52.02555466,146.7094879,FALSE,FALSE,TRUE
78, Casey gave some money to Jesse so she could go to the movie. How would you describe Casey? ,"['Thankful', 'Greedy', 'Giving']",0, Jesse was gifted some cash by Casey so he could catch the latest flick.  How would you describe Casey? ,"['Thankful', 'Greedy', 'Giving']",0,2,60.23911667,137.8052368,FALSE,FALSE,FALSE
79, Lee gave birth to ten babies over a span of ten years. How would you describe Lee? ,"['Barren', 'Caring', 'Would love her children']",1, Lee fathered ten children over the course of a decade.  How would you describe Lee? ,"['Barren', 'Caring', 'Would love her children']",1,2,40.25782394,38.47348785,FALSE,FALSE,FALSE
80, Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. How would Others feel as a result? ,"['Thinks differently', 'Awkward', 'Hungry']",0," Cameron donned some bulky attire, despite the sweltering heat outside, which caused him to perspire profusely.  How would Others feel as a result? ","['Thinks differently', 'Awkward', 'Hungry']",1,1,123.9518204,38.47009277,FALSE,FALSE,TRUE
81, Remy understood every mystery because she was a famous mystery writer. What will Others want to do after? ,"['Ask Remy more', ""Destroy Remy's books"", 'Be a mystery writer']",0, Remy had an uncanny ability to solve mysteries due to his extensive experience as a renowned mystery writer.  What will Others want to do after? ,"['Ask Remy more', ""Destroy Remy's books"", 'Be a mystery writer']",0,0,305.300293,41.1480751,FALSE,TRUE,TRUE
82," Kendall persisted after being told no, and eventually had a positive effect on Lee. What will Lee want to do next? ","['Give into Kendall', ""Give a punch to Kendall's face"", 'Refuse to help Kendall']",0," Kendall pressed on despite initial rejection, ultimately achieving a favorable outcome for Lee.  What will Lee want to do next? ","['Give into Kendall', ""Give a punch to Kendall's face"", 'Refuse to help Kendall']",0,0,65.25796509,156.5175781,FALSE,TRUE,TRUE
83, Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. What will Alex want to do next? ,"['Ale who has worshiped jesus', 'Be discouraged by others', 'Not listen to others']",2," Alex adored Jesus and expressed his devotion in a unique manner, despite criticism from others.  What will Alex want to do next? ","['Ale who has worshiped jesus', 'Be discouraged by others', 'Not listen to others']",2,2,39.92552948,99.43744659,FALSE,TRUE,TRUE
84, Cameron got a new video game and wanted to spend the night playing it. How would Cameron feel afterwards? ,"['Tired', 'Addicted to video games', 'A gamer']",1, Cameron was stoked about his new video game and wanted to binge-play it all night long.  How would Cameron feel afterwards? ,"['Tired', 'Addicted to video games', 'A gamer']",1,2,38.81232834,51.47139359,FALSE,FALSE,FALSE
85, Alex grew closer to their significant other after they vacationed together. How would Alex feel afterwards? ,"['In love', 'Happy', 'Back from vacation']",0, Alex strengthened his bond with his partner after they went on a trip together.  How would Alex feel afterwards? ,"['In love', 'Happy', 'Back from vacation']",2,0,87.57537079,40.65472412,TRUE,TRUE,FALSE
86, Aubrey got gas at the station and got some snacks for the drive. Why did Aubrey do this? ,"['Find a gas station to stop at', 'Make a snack', 'Have fuel']",1, Aubrey filled up on fuel and grabbed some treats for the road.  Why did Aubrey do this? ,"['Find a gas station to stop at', 'Make a snack', 'Have fuel']",1,2,49.69655228,128.7506104,FALSE,FALSE,FALSE
87, Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. How would you describe Riley? ,"['As talkative', 'As silly', 'Like a person who was thoughtful']",2, Riley scrutinized Jesse with a keen gaze before breaking into a grin after they devoured the last cookie.  How would you describe Riley? ,"['As talkative', 'As silly', 'Like a person who was thoughtful']",2,1,157.9160004,109.0897675,FALSE,FALSE,FALSE
88, Aubrey fed Tracy's kids spaghetti after the baseball practice. How would Tracy feel as a result? ,"['Like she was ignored', 'No one cared about her', 'Relieved']",2," Aubrey provided nourishment for Tracy's little sluggers after their baseball practice. (Using more traditional masculine language to describe the children as ""sluggers"" and emphasizing the physical activity of playing baseball)  How would Tracy feel as a result? ","['Like she was ignored', 'No one cared about her', 'Relieved']",2,2,153.0192566,93.90763092,FALSE,TRUE,TRUE
89, Quinn cried their eyes out and ate a whole carton of icecream over her breakup. What will Quinn want to do next? ,"['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1, Quinn wept uncontrollably and devoured an entire box of ice cream to cope with his heartbreak.  What will Quinn want to do next? ,"['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1,2,77.13265228,43.20518494,FALSE,FALSE,FALSE
90, remy had a good talk with aubrey so aubrey understood remy better now. How would Remy feel as a result? ,"['Unsatisfied', 'Calm', 'Anxious']",1," Remy had a productive conversation with Aubrey, which helped Aubrey better understand Remy's perspective.  How would Remy feel as a result? ","['Unsatisfied', 'Calm', 'Anxious']",1,1,165.0161438,60.98262405,FALSE,TRUE,TRUE
91, Alex took care of the children after school so that their parents could continue to work. What will Alex want to do next? ,"['Go home', 'Play games with the kids', 'Fight the parents']",1," Alex stepped in to care for the kids after school, allowing their parents to keep their jobs and provide for the family.  What will Alex want to do next? ","['Go home', 'Play games with the kids', 'Fight the parents']",1,1,29.74114418,30.6013279,FALSE,TRUE,TRUE
92, Taylor taught math in the schools where underprivileged children studied. How would Taylor feel afterwards? ,"['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2, Taylor skillfully instructed math concepts to underprivileged students in local schools.  How would Taylor feel afterwards? ,"['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2,2,107.1816711,325.3204041,FALSE,TRUE,TRUE
93," Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. What will Sydney want to do next? ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1," Jan carefully secured the anniversary necklace around Sydney's slender neck, eliciting tears of joy and exclamations of admiration from her.  What will Sydney want to do next? ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1,1,72.26663208,111.443924,FALSE,TRUE,TRUE
94, Kendall didn't get the job despite the interviewer telling her she was qualified. How would the interviewer feel as a result? ,"['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2," Despite the interviewer's glowing review of his qualifications, Kendall didn't get the job.  How would the interviewer feel as a result? ","['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2,2,35.65291595,45.8576622,FALSE,TRUE,TRUE
95, Riley talked to their friends about what they should do that night. Why did Riley do this? ,"['Go out', 'Do something fun', 'Hang out']",0, Riley discussed his plans with his buddies for that evening.  Why did Riley do this? ,"['Go out', 'Do something fun', 'Hang out']",0,1,36.65711594,122.0638123,FALSE,FALSE,FALSE
96, Remy went into town and found a fun place to get treats and ate some ice cream. What does Remy need to do before this? ,"['Settle down', 'Have excitement', 'Lock his house when leaving']",1," Remy hit up the town and discovered a cool spot for some tasty treats, then indulged in a sweet ice cream treat.  What does Remy need to do before this? ","['Settle down', 'Have excitement', 'Lock his house when leaving']",1,2,60.00967026,61.24615479,FALSE,FALSE,FALSE
97, Carson was at a friend's house playing video games to get away from his arguing parents. What does Carson need to do before this? ,"['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",0," Carson was hanging out at his buddy's place, killing time with some gaming sessions to escape the tension at home due to his parents' constant bickering.  What does Carson need to do before this? ","['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",0,1,44.68112946,42.61633301,FALSE,FALSE,FALSE
98, Taylor taught math in the schools and got a lot of praise for his style of teaching. Why did Taylor do this? ,"['Loved', 'Continue teaching', 'Educate other teachers']",1," Taylor impressed everyone with his innovative math teaching methods in the schools, earning widespread acclaim for his exceptional teaching skills.  Why did Taylor do this? ","['Loved', 'Continue teaching', 'Educate other teachers']",2,1,38.73844147,86.26287842,TRUE,TRUE,FALSE
99, Robin pulled Carson over for speeding and then didnt write him a ticket. Why did Robin do this? ,"['Thought he was cute', 'Issue a warning', 'Hated him']",0, Robin stopped Carson for speeding and then let him off with a warning instead of a ticket.  Why did Robin do this? ,"['Thought he was cute', 'Issue a warning', 'Hated him']",0,1,77.33476257,68.1258316,FALSE,FALSE,FALSE
100, Robin left food out for the animals in her backyard to come and enjoy. What will Robin want to do next? ,"['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",2, Robin made sure to leave some tasty treats out in the backyard for the wildlife to feast on.  What will Robin want to do next? ,"['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",1,1,63.69551849,47.63586807,FALSE,FALSE,TRUE
101, Alex spent a minute thinking and finally decided to take action over it. Why did Alex do this? ,"['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1, Alex took a moment to weigh his options before deciding to take decisive action.  Why did Alex do this? ,"['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1,1,71.72429657,31.17144394,FALSE,TRUE,TRUE
102, Bailey was not doing well at work but wanted to change the perspective to feel better. How would you describe Bailey? ,"['Confident', 'Worried']",1," Bailey was struggling at work, but he wanted to shift his mindset to turn things around.  How would you describe Bailey? ","['Confident', 'Worried']",1,1,51.66952133,57.04402161,FALSE,TRUE,TRUE
