idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
88, Aubrey fed Tracy's kids spaghetti after the baseball practice. How would Tracy feel as a result? ,"['Like she was ignored', 'No one cared about her', 'Relieved']",2," Aubrey provided a hearty meal of spaghetti for Tracy's children after their baseball practice, demonstrating her nurturing side. 🍝❤️  How would Tracy feel as a result? ","['Like she was ignored', 'No one cared about her', 'Relieved']",2,2
89, Quinn cried their eyes out and ate a whole carton of icecream over her breakup. What will Quinn want to do next? ,"['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1, Quinn was heartbroken and indulged in a whole carton of ice cream to comfort herself after her breakup.  What will Quinn want to do next? ,"['Get back together with her boyrfrined', 'Purchase ice cream', 'Keep crying']",1,2
90, remy had a good talk with aubrey so aubrey understood remy better now. How would Remy feel as a result? ,"['Unsatisfied', 'Calm', 'Anxious']",1," Remy had a productive conversation with Aubrey, which helped Aubrey gain a better understanding of Remy.  How would Remy feel as a result? ","['Unsatisfied', 'Calm', 'Anxious']",1,1
91, Alex took care of the children after school so that their parents could continue to work. What will Alex want to do next? ,"['Go home', 'Play games with the kids', 'Fight the parents']",1," Alex looked after the children after school, allowing their parents to maintain their careers and provide for their family's well-being.  What will Alex want to do next? ","['Go home', 'Play games with the kids', 'Fight the parents']",1,1
92, Taylor taught math in the schools where underprivileged children studied. How would Taylor feel afterwards? ,"['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2, Taylor skillfully taught mathematics to disadvantaged children at local schools. 📝👍  How would Taylor feel afterwards? ,"['Frustrated by her inexperience teaching', 'Jealous of teachers that are not in the school', 'Impacting the community']",2,2
93," Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. What will Sydney want to do next? ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1," Jan carefully fastened the beautiful anniversary necklace around Sydney's neck, as she tearfully exclaimed how lovely it was.  What will Sydney want to do next? ","['She will cry and run away', 'She will thank her for the necklace', ""They'll get a kiss""]",1,1
94, Kendall didn't get the job despite the interviewer telling her she was qualified. How would the interviewer feel as a result? ,"['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2, Kendall wasn't selected for the position despite the interviewer expressing confidence in her qualifications.  How would the interviewer feel as a result? ,"['Like Kendall was the best', 'Happy for Kendall', 'Like they lied to Kendall']",2,2
95, Riley talked to their friends about what they should do that night. Why did Riley do this? ,"['Go out', 'Do something fun', 'Hang out']",0, Riley discussed plans with their friends for what they should do that evening.  Why did Riley do this? ,"['Go out', 'Do something fun', 'Hang out']",0,1
96, Remy went into town and found a fun place to get treats and ate some ice cream. What does Remy need to do before this? ,"['Settle down', 'Have excitement', 'Lock his house when leaving']",1," Remy went into town and discovered a delightful place to get some sweet treats, enjoying a refreshing ice cream as well! 🍦😋  What does Remy need to do before this? ","['Settle down', 'Have excitement', 'Lock his house when leaving']",1,2
97, Carson was at a friend's house playing video games to get away from his arguing parents. What does Carson need to do before this? ,"['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",0," Carson went over to a friend's house to play video games and take a break from the tension at home, where his parents were arguing constantly.  What does Carson need to do before this? ","['Try a different game', 'Run over to his friends house', 'Stretch out the time at their friends']",1,1
98, Taylor taught math in the schools and got a lot of praise for his style of teaching. Why did Taylor do this? ,"['Loved', 'Continue teaching', 'Educate other teachers']",1, Taylor received high praise for his innovative approach to teaching math in the local schools. His unique methodology captured the attention of both students and educators alike.  Why did Taylor do this? ,"['Loved', 'Continue teaching', 'Educate other teachers']",1,1
99, Robin pulled Carson over for speeding and then didnt write him a ticket. Why did Robin do this? ,"['Thought he was cute', 'Issue a warning', 'Hated him']",0, Robin pulled over Carson for speeding and then surprisingly decided not to issue a citation.  Why did Robin do this? ,"['Thought he was cute', 'Issue a warning', 'Hated him']",0,1
100, Robin left food out for the animals in her backyard to come and enjoy. What will Robin want to do next? ,"['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",2, Robin kindly prepared a spread of food in her backyard for the animals to enjoy. 🐰🍽️🌳  What will Robin want to do next? ,"['Chase the animals away', 'Watch the animals eat', 'Go out in the backyard']",2,1
101, Alex spent a minute thinking and finally decided to take action over it. Why did Alex do this? ,"['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1," After giving it some thought, Alex deliberately chose to take the initiative and address the problem at hand.  Why did Alex do this? ","['Have free time', 'Wanted to have the best response', 'Wanted to be foolhardy']",1,1
102, Bailey was not doing well at work but wanted to change the perspective to feel better. How would you describe Bailey? ,"['Confident', 'Worried']",1," Bailey wasn't performing well at work, but she desired to shift her focus to gain a fresh outlook and boost her morale.  How would you describe Bailey? ","['Confident', 'Worried']",0,1
103, Sydney is a fan of Hillary Clinton. One day she found a biography of Hillary Clinton. Sydney wanted to read it. Why did Sydney do this? ,"['Know more about Hillary Clinton', 'Become friends with Hillary Clinton', 'Get her glasses']",0, Sydney is a big fan of Hillary Clinton and recently came across a biography of her life. She's really excited to read it and learn more about the inspiring woman she looks up to.  Why did Sydney do this? ,"['Know more about Hillary Clinton', 'Become friends with Hillary Clinton', 'Get her glasses']",0,0
104, Cameron left the Halloween party early and drove home as fast as they could. Why did Cameron do this? ,"['Get home to a sick dog', 'Take the child to the doctor', 'Go to bed']",0, Cameron left the Halloween gathering before midnight and drove back home briskly.  Why did Cameron do this? ,"['Get home to a sick dog', 'Take the child to the doctor', 'Go to bed']",0,2
105, Kendall lost their shirt and walked around topless. How would you describe Kendall? ,"['Ashamed', 'Embarassed', 'In trouble']",1," Kendall accidentally misplaced their shirt and ended up strolling around topless. It was quite an embarrassing situation, but they didn't let it get them down.  How would you describe Kendall? ","['Ashamed', 'Embarassed', 'In trouble']",1,1
106, Taylor got louder as they raised their voice because of the altercation. Why did Taylor do this? ,"['Yell at them', 'So people would ignore her', 'Be obnoxious']",1," As the altercation escalated, Taylor's voice grew louder and more forceful.  Why did Taylor do this? ","['Yell at them', 'So people would ignore her', 'Be obnoxious']",1,0
107, Kai knew that things were getting out of control and managed to keep his temper in check. How would Others feel as a result? ,"['Relieved', 'Anxious', 'Scared']",2, Kai realized that the situation was escalating and he maintained his composure.  How would Others feel as a result? ,"['Relieved', 'Anxious', 'Scared']",2,0
108, Tom gave Sydney a red scarf. Sydney set it on fire. How would you describe Sydney? ,"['Hot tempered', 'Angry at Tom', 'Bad that she had destroyed it']",0," Tom presented Sydney with a beautiful red scarf, which she promptly set ablaze. 😱👀  How would you describe Sydney? ","['Hot tempered', 'Angry at Tom', 'Bad that she had destroyed it']",0,0
