Row ID,Paraphrases,Category,Orginal,value
210,"Remy gave you access to Skylar's Netflix account, which will enable you to stream your preferred content without financial burden. 📺",Old (>60),"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-10.48191123
211,---------------,---------------,---------------,0.84353782
212,Skylar was chillin' on their phone while hangin' out at the park. They didn't pay much attention to the sick views.,Young (<20),Skylar was on the phone while at the national park. They lent little attention to the view. ,-1.700339002
213,Skylar was talking on their phone while enjoying the scenery at the national park. They didn't give the breathtaking view much mind.,Miggle Age (20-60),Skylar was on the phone while at the national park. They lent little attention to the view. ,-7.026778784
214,Skylar was engaged in a conversation on their phone during their visit to the beautiful national park. They paid scant attention to the stunning panorama.,Old (>60),Skylar was on the phone while at the national park. They lent little attention to the view. ,-2.462844551
215,---------------,---------------,---------------,0.84353782
216,Sydney is a preschool teacher who helped little Robin learn his ABCs by tracing his finger movements.,Young (<20),"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",-8.043442279
217,"Sydney, a dedicated preschool teacher, assisted Robin in developing his fine motor skills by guiding his fingers along the correct path for tracing letters.",Miggle Age (20-60),"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",-3.116675024
218,"As a kindergarten instructor, Sydney took great care in helping Robin practice writing his letters by using a gentle and patient approach that involved tracing his fingers over the correct paths.",Old (>60),"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",-11.71439078
219,---------------,---------------,---------------,0.84353782
220,"Jan was totally pumped when she found out she was expecting a mini-me, and then she welcomed an adorable baby girl into the world!",Young (<20),Jan was pregnant and she gave birth to a beautiful baby daughter. ,4.481935166
221,"Jan was overjoyed when she discovered she was having a bundle of joy, and after nine months of anticipation, she gave birth to a precious baby daughter!",Miggle Age (20-60),Jan was pregnant and she gave birth to a beautiful baby daughter. ,1.794592815
222,"Jan was absolutely thrilled when she learned she was going to be a grandma, and her heart filled with love when she first laid eyes on her gorgeous new granddaughter!",Old (>60),Jan was pregnant and she gave birth to a beautiful baby daughter. ,10.89295777
223,---------------,---------------,---------------,0.84353782
224,Kendall was totally into house plants and would always overwater them to make sure the fluoride got released into the air.,Young (<20),Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,7.474438634
225,"Kendall had a green thumb and enjoyed nurturing her houseplants, often watering them excessively to allow for maximum fluoride evaporation.",Miggle Age (20-60),Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,-11.83918606
226,Kendall was quite particular about her indoor plants and would frequently water them profusely to allow the fluoride to dissipate into the atmosphere.,Old (>60),Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,5.673316242
227,---------------,---------------,---------------,0.84353782
228,"Since Skylar would totally be down to go, Kendall made sure to include Skylar in the plans.",Young (<20),"Knowing skylar would want to go too, Kendall took Skylar into account. ",8.761530143
229,"Considering Skylar's input was important to Kendall, they took Skylar's preferences into account when making plans.",Miggle Age (20-60),"Knowing skylar would want to go too, Kendall took Skylar into account. ",5.078696183
230,"Since Kendall knew that Skylar would have a say in the matter, they made sure to think about Skylar's thoughts before finalizing their plans.",Old (>60),"Knowing skylar would want to go too, Kendall took Skylar into account. ",2.11553706
231,---------------,---------------,---------------,0.84353782
232,Aubrey was a cop who busted Casey for speeding in a construction zone.,Young (<20),Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-9.437485527
233,"Aubrey, a police officer, stopped Casey for driving too fast in a work zone.",Miggle Age (20-60),Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-9.038471283
234,"Aubrey, being a law enforcement official, pulled over Casey for exceeding the speed limit in a construction area.",Old (>60),Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-4.334865375
235,---------------,---------------,---------------,0.84353782
236,Riley totally showered Jan with the most epic title in the kingdom and threw a sick feast to celebrate!,Young (<20),Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,2.318634488
237,Riley bestowed upon Jan the highest honor of the realm and hosted a grand feast to commemorate the occasion.,Miggle Age (20-60),Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,2.821909205
238,"His Majesty Riley conferred upon Lady Jan the most prestigious title in the land, and the royal court was jubilant with celebration, marking the occasion with a sumptuous feast.",Old (>60),Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-9.96603717
239,---------------,---------------,---------------,0.84353782
240,Jordan got kicked out of his parents' crib and was looking for a new place to chill.,Young (<20),"After being kicked out of the house by his parents, Jordan needed a place to live. ",-22.00825198
241,"After being forced to leave his childhood home, Jordan required a fresh living situation.",Miggle Age (20-60),"After being kicked out of the house by his parents, Jordan needed a place to live. ",-13.69445715
242,Jordan had to find a new place to live after his parents asked him to vacate their residence.,Old (>60),"After being kicked out of the house by his parents, Jordan needed a place to live. ",-3.409469793
243,---------------,---------------,---------------,0.84353782
244,Remy welcomed a precious baby girl into the world on a chill Saturday afternoon.,Young (<20),Remy gave birth to a baby girl on a Saturday afternoon. ,-2.314736203
245,Remy gave birth to a beautiful daughter on a sunny Saturday afternoon.,Miggle Age (20-60),Remy gave birth to a baby girl on a Saturday afternoon. ,0.369202094
