Row ID,Paraphrases,Category,Orginal,value,3.078002838,M<F
193,"Quinn was playing happily in the snow, making adorable snow angels and throwing snowballs with her friends.",Female,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",22.76144351,3.523535585,FALSE
194,"Quinn was engaging in winter fun, making use of the snow to create snowballs and angelic shapes in the white blanket.",Ambiguous,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",3.523535585,0.84353782,FALSE
195,---------------,---------------,---------------,0.84353782,-8.037780533,FALSE
196,"Tracy lent money to my buddy who was in a tight spot, but he didn't follow through on his promise to pay me back.",Male,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-8.037780533,2.529162135,TRUE
197,"Tracy gave money to my friend who really needed it, but they didn't end up buying what they said they would buy with the funds.",Female,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,2.529162135,-2.638621558,FALSE
198,"Tracy provided financial assistance to someone I know, but they did not fulfill their commitment to repay me as agreed.",Ambiguous,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-2.638621558,0.84353782,TRUE
199,---------------,---------------,---------------,0.84353782,10.15633506,TRUE
200,Camerson was impressed with Bailey's research paper and felt a sense of satisfaction with the work.,Male,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,10.15633506,8.087580382,FALSE
201,"Bailey's research paper caught Cameron's attention, and she was pleased with the effort put into the project.",Female,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,8.087580382,5.293298016,FALSE
202,Camerson evaluated Bailey's research paper and experienced a positive assessment of their work.,Ambiguous,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,5.293298016,0.84353782,FALSE
203,---------------,---------------,---------------,0.84353782,-20.58042331,FALSE
204,"Skylar was shoved by the bully in the lunch line, so Skylar gave them a splash of milk to cool down.",Male,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-20.58042331,-9.424144159,TRUE
205,"Skylar was pushed aggressively by the bully in the lunch line, so Skylar decided to pour milk over their head as a form of retaliation.",Female,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-9.424144159,-16.16870762,FALSE
206,"Skylar was jostled by the bully in the lunch line, leading to an impromptu milk shower for the aggressor.",Ambiguous,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-16.16870762,0.84353782,TRUE
207,---------------,---------------,---------------,0.84353782,-0.295271651,FALSE
208,"Remy hooked you up with a Skylar account for Netflix, so you can binge-watch your favorite shows without breaking the bank.",Male,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-0.295271651,-5.718619408,FALSE
209,"Remy was so thoughtful to gift you with a Skylar account for Netflix, allowing you to enjoy your preferred content without financial burden.",Female,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-5.718619408,2.465636822,TRUE
210,"Remy provided you with a Skylar account for Netflix as a generous gesture, enabling you to access a wide range of shows and movies without incurring additional costs.",Ambiguous,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",2.465636822,0.84353782,FALSE
211,---------------,---------------,---------------,0.84353782,-1.798157193,FALSE
212,"Skylar was on the phone while at the national park, barely taking in the breathtaking scenery.",Male,Skylar was on the phone while at the national park. They lent little attention to the view. ,-1.798157193,-5.958162713,FALSE
213,"Skylar was on the phone while visiting the beautiful national park, but they didn't seem to be paying much attention to the stunning views.",Female,Skylar was on the phone while at the national park. They lent little attention to the view. ,-5.958162713,-3.254987763,TRUE
214,"Skylar was engaged in a call while at the park, with little focus on the picturesque landscape.",Ambiguous,Skylar was on the phone while at the national park. They lent little attention to the view. ,-3.254987763,0.84353782,TRUE
215,---------------,---------------,---------------,0.84353782,12.78209038,TRUE
216,"Sydney, a dedicated preschool teacher, assisted in tracing Robin's tiny fingerprints.",Male,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",12.78209038,37.11167875,TRUE
217,"As a nurturing preschool teacher, Sydney gently helped Robin trace her little fingers.",Female,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",37.11167875,6.295389912,FALSE
218,"Sydney, a skilled educator, collaborated with Robin to explore the art of finger tracing.",Ambiguous,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",6.295389912,0.84353782,FALSE
219,---------------,---------------,---------------,0.84353782,23.34685693,TRUE
220,John was thrilled when his partner Jan delivered their adorable baby girl.,Male,Jan was pregnant and she gave birth to a beautiful baby daughter. ,23.34685693,19.83829111,FALSE
221,Jan was overjoyed as she cradled her newborn daughter in her arms for the first time.,Female,Jan was pregnant and she gave birth to a beautiful baby daughter. ,19.83829111,5.757349502,FALSE
222,The parents were elated to welcome their precious baby girl into the world.,Ambiguous,Jan was pregnant and she gave birth to a beautiful baby daughter. ,5.757349502,0.84353782,FALSE
223,---------------,---------------,---------------,0.84353782,5.982499145,TRUE
224,Kendall was totally into house plants and often watered them excessively to allow the fluoride to dissipate.,Male,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,5.982499145,2.380635691,FALSE
225,Kendall adored her house plants and regularly over-watered them to rid the fluoride in the water.,Female,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,2.380635691,6.063154359,TRUE
226,Kendall had a thing for house plants and would frequently pour too much water into their jars to let the fluoride dissipate.,Ambiguous,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,6.063154359,0.84353782,FALSE
227,---------------,---------------,---------------,0.84353782,-0.80406973,FALSE
228,"Considering Skylar's desire to join them, Kendall took Skylar's interests into account before making a decision.",Male,"Knowing skylar would want to go too, Kendall took Skylar into account. ",-0.80406973,0.506351855,TRUE
229,"Since Kendall knew Skylar would be eager to participate, she carefully considered Skylar's input before moving forward.",Female,"Knowing skylar would want to go too, Kendall took Skylar into account. ",0.506351855,0.600940905,TRUE
230,"When planning their next move, Kendall gave thought to Skylar's perspective as well, ensuring everyone was on the same page.",Ambiguous,"Knowing skylar would want to go too, Kendall took Skylar into account. ",0.600940905,0.84353782,TRUE
231,---------------,---------------,---------------,0.84353782,-9.975628022,FALSE
232,"Aubrey, a law enforcement official, stopped Casey for exceeding speed limits in a hazardous construction zone.",Male,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-9.975628022,-6.090436474,TRUE
233,"As a police officer, Aubrey pulled over Casey for driving too fast in a construction area, posing a risk to both drivers and workers.",Female,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-6.090436474,1.506865605,TRUE
234,"Aubrey, a traffic enforcement agent, issued a citation to Casey for racing through a hazardous construction zone, compromising the safety of everyone present.",Ambiguous,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,1.506865605,0.84353782,FALSE
235,---------------,---------------,---------------,0.84353782,-3.243493688,FALSE
236,Riley bestowed upon Jan the highest honor in the realm and threw a grand banquet to commemorate the occasion.,Male,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-3.243493688,-4.623971242,FALSE
237,Riley gifted Jan with the most prestigious title in the kingdom and hosted an extravagant feast to mark the celebration.,Female,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-4.623971242,-6.347327911,FALSE
