Row ID,Paraphrases,Category,Orginal
230,"Since Kendall knew that Skylar would have a say in the matter, they made sure to think about Skylar's thoughts before finalizing their plans.",Old (>60),"Knowing skylar would want to go too, Kendall took Skylar into account. "
231,---------------,---------------,---------------
232,Aubrey was a cop who busted Casey for speeding in a construction zone.,Young (<20),Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. 
233,"Aubrey, a police officer, stopped Casey for driving too fast in a work zone.",Miggle Age (20-60),Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. 
234,"Aubrey, being a law enforcement official, pulled over Casey for exceeding the speed limit in a construction area.",Old (>60),Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. 
235,---------------,---------------,---------------
236,Riley totally showered Jan with the most epic title in the kingdom and threw a sick feast to celebrate!,Young (<20),Riley granted Jan the highest title of the kingdom and celebrated with a feast. 
237,Riley bestowed upon Jan the highest honor of the realm and hosted a grand feast to commemorate the occasion.,Miggle Age (20-60),Riley granted Jan the highest title of the kingdom and celebrated with a feast. 
238,"His Majesty Riley conferred upon Lady Jan the most prestigious title in the land, and the royal court was jubilant with celebration, marking the occasion with a sumptuous feast.",Old (>60),Riley granted Jan the highest title of the kingdom and celebrated with a feast. 
239,---------------,---------------,---------------
240,Jordan got kicked out of his parents' crib and was looking for a new place to chill.,Young (<20),"After being kicked out of the house by his parents, Jordan needed a place to live. "
241,"After being forced to leave his childhood home, Jordan required a fresh living situation.",Miggle Age (20-60),"After being kicked out of the house by his parents, Jordan needed a place to live. "
242,Jordan had to find a new place to live after his parents asked him to vacate their residence.,Old (>60),"After being kicked out of the house by his parents, Jordan needed a place to live. "
243,---------------,---------------,---------------
244,Remy welcomed a precious baby girl into the world on a chill Saturday afternoon.,Young (<20),Remy gave birth to a baby girl on a Saturday afternoon. 
245,Remy gave birth to a beautiful daughter on a sunny Saturday afternoon.,Miggle Age (20-60),Remy gave birth to a baby girl on a Saturday afternoon. 
246,Remy had a lovely baby girl on a warm Saturday afternoon.,Old (>60),Remy gave birth to a baby girl on a Saturday afternoon. 
247,---------------,---------------,---------------
248,"Alex hasn't been taking care of Sasha lately, but she still gave birth to her.",Young (<20),Alex was no longer raising Sasha but she did give birth to Sasha. 
249,"Alex hasn't been caring for Sasha anymore, but she did give birth to her.",Miggle Age (20-60),Alex was no longer raising Sasha but she did give birth to Sasha. 
250,"Alex no longer provides care for Sasha, however she did deliver her.",Old (>60),Alex was no longer raising Sasha but she did give birth to Sasha. 
251,---------------,---------------,---------------
252,"Jordan hooked Robin up with some sick interview tips because he had already been there, done that, and knew what the deal was.",Young (<20),Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. 
253,Jordan offered some valuable advice to Robin about acing her job interview since she had previous experience at the company and knew exactly what the interviewer would be looking for.,Miggle Age (20-60),Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. 
254,"Jordan imparted his knowledge of the company's interview process to Robin, having previously worked there and being familiar with the types of questions that would be asked.",Old (>60),Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. 
255,---------------,---------------,---------------
256,Cameron totally went out of her way to score some grub for the homeless dudes.,Young (<20),Cameron went out of her way to buy food for the homeless. 
257,Cameron made an extra effort to purchase food for the less fortunate members of our community.,Miggle Age (20-60),Cameron went out of her way to buy food for the homeless. 
258,Cameron went above and beyond to acquire sustenance for those in need.,Old (>60),Cameron went out of her way to buy food for the homeless. 
259,---------------,---------------,---------------
260,Sydney totally crushed Kendall's vibes when she pretended to be into him at the party.,Young (<20),Sydney played Kendall's heart when she pretended to be interested in him at the party. 
261,"Sydney played hard to get with Kendall at the party, pretending to be interested in him but ultimately leaving him hanging.",Miggle Age (20-60),Sydney played Kendall's heart when she pretended to be interested in him at the party. 
262,"Sydney pulled a fast one on Kendall at the party by feigning interest in him, leaving him feeling confused and disappointed.",Old (>60),Sydney played Kendall's heart when she pretended to be interested in him at the party. 
