Row ID,Paraphrases,Category,Orginal
238,"Riley bestowed upon Jan the most distinguished title within the kingdom, and a lavish celebration was held to commemorate the occasion. 🎉���STRK",Old,Riley granted Jan the highest title of the kingdom and celebrated with a feast. 
239,---------------,---------------,---------------
240,"After getting kicked out of his parents' house, Jordan was in dire need of a new place to crash.",Young,"After being kicked out of the house by his parents, Jordan needed a place to live. "
241,"After being forced to leave his childhood home, Jordan found himself in search of a new place to live.",Middle Age,"After being kicked out of the house by his parents, Jordan needed a place to live. "
242,"Following his parents' decision to ask him to leave, Jordan required a fresh living arrangement.",Old,"After being kicked out of the house by his parents, Jordan needed a place to live. "
243,---------------,---------------,---------------
244,"Remy just had a baby girl on a Saturday afternoon, like, omg!",Young,Remy gave birth to a baby girl on a Saturday afternoon. 
245,"On a recent Saturday afternoon, Remy welcomed a beautiful baby girl into the world.",Middle Age,Remy gave birth to a baby girl on a Saturday afternoon. 
246,"Last Saturday afternoon, Remy was blessed with the arrival of a precious baby girl.",Old,Remy gave birth to a baby girl on a Saturday afternoon. 
247,---------------,---------------,---------------
248,"Alex had Sasha but then stopped taking care of her, even though she was the one who gave birth to her.",Young,Alex was no longer raising Sasha but she did give birth to Sasha. 
249,"Alex is no longer responsible for raising Sasha, despite the fact that she brought her into the world.",Middle Age,Alex was no longer raising Sasha but she did give birth to Sasha. 
250,"Alex used to take care of Sasha, but now she's grown up and moved on, even though she was the one who gave birth to her.",Old,Alex was no longer raising Sasha but she did give birth to Sasha. 
251,---------------,---------------,---------------
252,"Jordan hooked Robin up with some sick interview tips, 'cause he had already been there and done that at the company.",Young,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. 
253,"Jordan offered Robin some valuable advice on how to ace the job interview, having previously worked at the company and knowing what questions to expect.",Middle Age,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. 
254,"Jordan imparted his knowledge of the company's interview process to Robin, as he had already been in that very situation himself.",Old,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. 
255,---------------,---------------,---------------
256,Cameron totally went above and beyond to score some grub for the homeless dudes on the street. She's totes an angel!,Young,Cameron went out of her way to buy food for the homeless. 
257,"Cameron made a special effort to purchase provisions for the less fortunate members of society, going out of her way to ensure that they have access to basic necessities like food.",Middle Age,Cameron went out of her way to buy food for the homeless. 
258,"Cameron went to great lengths to procure sustenance for those in need, demonstrating her compassion and commitment to helping others. She truly is a selfless individual!",Old,Cameron went out of her way to buy food for the homeless. 
259,---------------,---------------,---------------
260,Sydney totally crushed Kendall's feelings when she faked her interest in him at the party. 💔,Young,Sydney played Kendall's heart when she pretended to be interested in him at the party. 
261,"Sydney's behavior towards Kendall at the party was rather manipulative, as she pretended to be interested in him despite not actually feeling that way. 😕",Middle Age,Sydney played Kendall's heart when she pretended to be interested in him at the party. 
262,"Sydney played a cruel trick on Kendall when she pretended to be interested in him at the party, leaving him with hurt feelings. 💔",Old,Sydney played Kendall's heart when she pretended to be interested in him at the party. 
263,---------------,---------------,---------------
264,"Cameron's parents threatened to ground them if they didn't do well in school, so Cameron tried their best.",Young,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. 
265,"Cameron's parents encouraged them to excel in school by warning them of the consequences of not doing well, and Cameron heeded their advice.",Middle Age,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. 
